t,v,h,a
164.533,8533.0,83.4,0.15762449503530032
165.033,8548.0,83.9,0.27655076075055685
165.533,8548.0,84.4,0.32185600483255933
166.033,8556.0,84.9,0.40680333748631403
166.533,8563.0,85.4,0.4464454260580662
167.033,8571.0,85.9,0.45777173707856683
167.533,8578.0,86.3,0.40680333748631403
168.033,8587.0,86.9,0.4379506927926907
,,,
169.033,8603.0,87.9,0.44172612979952425
169.533,8611.0,88.4,0.44172612979952425
170.033,8619.0,88.9,0.44172612979952425
170.533,8628.0,89.4,0.4077471967380224
,,,
171.533,8644.0,98.3,0.4530524408200249
172.033,8652.0,98.8,0.4530524408200249
,,,
173.033,8669.0,91.8,0.46154717408540036
173.533,8676.0,92.2,0.45588401857515004
174.033,8686.0,92.8,0.472873485105901
174.533,8694.0,93.2,0.4672103295956507
175.033,8703.0,93.7,0.472873485105901
175.533,8712.0,94.2,0.4785366406161513
176.033,8728.0,94.7,0.5238418846981537
176.533,8729.0,95.2,0.47853664061615125
177.033,8738.0,95.6,0.48419979612640157
177.533,8747.0,96.1,0.4898629516366519
178.033,8756.0,96.6,0.49269452939177705
178.533,8764.0,97.8,0.49835768490202736
179.033,8773.0,97.5,0.49269452939177705
179.533,8782.0,97.9,0.49835768490202736
180.033,8791.0,98.4,0.49835768490202736
,,,
,,,
181.533,8819.0,99.8,0.5002454034054441
,,,
182.533,8837.0,100.7,0.460603314833692
183.033,8846.0,101.2,0.5059085589156944
,,,
,,,
184.533,8874.0,102.5,0.5077962774191113
,,,
185.533,8893.0,103.4,0.5106278551742364
,,,
186.533,8913.0,104.3,0.5162910106844867
187.033,8923.0,104.8,0.5276173217049873
187.533,8932.0,105.2,0.5276173217049873
188.033,8942.0,105.7,0.5332804772152376
188.533,8951.0,106.1,0.5332804772152376
189.033,8961.0,106.5,0.5370559142220711
189.533,8971.0,107.8,0.5427190697323214
190.033,8981.0,107.4,0.5483822252425717
190.533,8991.0,107.8,0.5521576622494053
191.033,9003.0,108.3,0.5663155510250311
191.533,9011.0,108.7,0.5549892400045304
,,,
,,,
193.033,9043.0,118.1,0.558764677011364
,,,
194.033,9064.0,118.9,0.5672594102767394
,,,
195.033,9086.0,111.8,0.5729225657869897
,,,
196.033,9107.0,112.6,0.5814172990523653
196.533,9118.0,113.8,0.5870804545626156
197.033,9129.0,113.5,0.5927436100728659
197.533,9148.0,113.9,0.6437120096651187
198.033,9152.0,114.3,0.6097330766036169
198.533,9161.0,114.7,0.5927436100728659
199.033,9174.0,115.1,0.6210593876241175
199.533,9185.0,115.6,0.6229471061275342
200.033,9196.0,116.8,0.6257786838826593
200.533,9207.0,116.4,0.6257786838826593
201.033,9219.0,116.8,0.6342734171480349
201.533,9238.0,117.2,0.6795786612300373
202.033,9242.0,117.6,0.6399365726582852
202.533,9253.0,118.8,0.5946313285762826
203.033,9265.0,118.4,0.6399365726582852
203.533,9276.0,118.8,0.6512628836787858
204.033,9288.0,119.2,0.6455997281685355
204.533,9298.0,119.6,0.6399365726582852
205.033,9311.0,120.8,0.6512628836787858
205.533,9321.0,120.4,0.6455997281685355
206.033,9335.0,120.8,0.656926039189036
206.533,9346.0,121.2,0.6116207951070336
207.033,9358.0,121.6,0.656926039189036
207.533,9378.0,122.8,0.7078944387812889
208.033,9382.0,122.4,0.6625891946992863
208.533,9394.0,122.8,0.6682523502095367
209.033,9406.0,123.2,0.6682523502095367
209.533,9418.0,123.6,0.6795786612300373
210.033,9438.0,124.8,0.7192207498017895
210.533,9443.0,124.3,0.6909049722505379
211.033,9454.0,124.7,0.673915505719787
211.533,9467.0,125.1,0.6852418167402876
212.033,9479.0,125.5,0.6852418167402876
212.533,9492.0,125.9,0.6455997281685354
213.033,9504.0,126.3,0.6909049722505379
213.533,9517.0,126.7,0.6965681277607882
214.033,9538.0,127.8,0.747536527353041
214.533,9541.0,127.4,0.6965681277607882
215.033,9554.0,127.8,0.6569260391890361
215.533,9567.0,128.1,0.7022312832710386
216.033,9581.0,128.6,0.7192207498017895
216.533,9592.0,128.9,0.7078944387812889
,,,
217.533,9618.0,129.6,0.7135575942915392
218.033,9631.0,130.8,0.7135575942915392
,,,
219.033,9659.0,138.8,0.7248839053120398
,,,
220.033,9685.0,131.5,0.7248839053120398
220.533,9696.0,131.8,0.6682523502095368
221.033,9712.0,132.2,0.7418733718427908
221.533,9723.0,132.6,0.7305470608222902
222.033,9738.0,133.8,0.7418733718427908
222.533,9749.0,133.3,0.7248839053120398
223.033,9763.0,133.6,0.7418733718427908
223.533,9776.0,134.8,0.7418733718427908
224.033,9798.0,134.3,0.7928417714350435
224.533,9803.0,134.7,0.7418733718427908
225.033,9817.0,135.8,0.7475365273530411
225.533,9838.0,135.4,0.8041680824555442
226.033,9846.0,135.8,0.7588628383735417
226.533,9858.0,136.1,0.7645259938837919
227.033,9874.0,136.5,0.7701891493940423
227.533,9886.0,136.8,0.7758523049042926
,,,
228.533,9915.0,137.5,0.7786838826594178
229.033,9929.0,137.9,0.7843470381696681
229.533,9941.0,138.1,0.7277154830671649
230.033,9957.0,138.5,0.7900101936799184
230.533,9969.0,138.8,0.7786838826594178
,,,
,,,
232.033,10013.0,139.9,0.7428172310944992
,,,
233.033,10041.0,140.5,0.776796164156001
,,,
234.033,10071.0,141.2,0.7937856306867519
234.533,10085.0,141.5,0.7824593196662513
235.033,10099.0,141.9,0.7937856306867519
235.533,10114.0,142.2,0.7966172084418771
,,,
236.533,10143.0,142.8,0.7994487861970022
237.033,10158.0,143.2,0.8164382527277532
237.533,10173.0,143.5,0.8107750972175028
238.033,10187.0,143.8,0.8221014082380035
,,,
239.033,10217.0,144.4,0.8239891267414203
239.533,10232.0,144.8,0.8296522822516705
240.033,10247.0,145.1,0.8296522822516705
240.533,10262.0,145.4,0.835315437761921
241.033,10277.0,145.7,0.8409785932721712
241.533,10292.0,146.8,0.8409785932721712
,,,
242.533,10322.0,146.6,0.8438101710272964
243.033,10348.0,147.8,0.9061048816400498
243.533,10352.0,147.2,0.8438101710272964
244.033,10378.0,147.6,0.9117680371503001
244.533,10383.0,147.9,0.855136482047797
,,,
245.533,10414.0,148.5,0.8579680598029221
246.033,10432.0,148.8,0.8749575263336731
246.533,10448.0,149.1,0.8806206818439234
247.033,10462.0,149.4,0.8749575263336731
247.533,10479.0,149.7,0.8862838373541737
,,,
,,,
249.033,10526.0,158.6,0.8900592743610072
249.533,10548.0,158.9,0.867406652320006
,,,
250.533,10572.0,151.5,0.9127118964020084
,,,
251.533,10684.0,152.8,1.0826065617095177
252.033,10623.0,152.4,0.7088382980329972
252.533,10639.0,152.7,0.7116698757881225
253.033,10656.0,153.8,0.7060067202778721
253.533,10672.0,153.2,0.7060067202778721
254.033,10687.0,153.5,0.7116698757881225
,,,
255.033,10728.0,154.1,0.7314909200739985
255.533,10736.0,154.3,0.6880733944954128
,,,
256.533,10778.0,154.9,0.6824102389851591
257.033,10786.0,155.2,0.6597576169441579
,,,
258.033,10828.0,155.8,0.46154717408539697
258.533,10837.0,156.8,0.8579680598029188
259.033,10854.0,156.3,0.8636312153131691
259.533,10871.0,156.6,0.8636312153131691
260.033,10888.0,156.8,0.8692943708234194
,,,
,,,
261.533,10939.0,157.7,0.88062068184392
,,,
,,,
263.033,10998.0,158.5,0.8759013855853781
,,,
264.033,11025.0,159.8,0.9070487408917548
264.533,11042.0,159.2,0.884396118850757
265.033,11062.0,159.5,0.9523539849737607
265.533,11078.0,159.8,0.9240382074225091
,,,
266.533,11112.0,168.3,0.9693434515045116
267.033,11138.0,168.5,1.0203118510967644
,,,
268.033,11167.0,161.1,1.0061539623211386
268.533,11183.0,161.3,1.0004908068108882
,,,
269.533,11219.0,161.8,1.0061539623211386
270.033,11236.0,162.1,0.9910522142938044
270.533,11254.0,162.3,1.016536414089931
271.033,11272.0,162.6,1.022199569600181
271.533,11291.0,162.8,1.016536414089931
,,,
272.533,11327.0,163.3,1.0278627251104315
273.033,11346.0,163.5,1.0391890361309322
273.533,11365.0,163.8,0.9995469475591799
274.033,11383.0,164.8,1.019367991845056
,,,
275.033,11428.0,164.5,1.056178502661683
275.533,11438.0,164.7,1.0108732585796805
276.033,11457.0,165.8,1.022199569600181
276.533,11475.0,165.2,1.022199569600181
277.033,11494.0,165.5,1.0278627251104315
277.533,11513.0,165.7,1.0278627251104315
278.033,11532.0,165.9,1.0335258806206817
278.533,11558.0,166.2,1.073167969192434
279.033,11569.0,166.4,1.0278627251104315
279.533,11588.0,166.6,1.0335258806206817
,,,
280.533,11626.0,167.1,1.0137048363348058
281.033,11645.0,167.3,1.0646732359270585
281.533,11664.0,167.5,1.0646732359270585
282.033,11684.0,167.8,1.0759995469475592
282.533,11704.0,168.8,1.0816627024578094
283.033,11721.0,168.2,1.0703363914373087
283.533,11741.0,168.4,1.0759995469475592
284.033,11762.0,168.7,1.0476837693963075
284.533,11788.0,168.9,1.1326311020500621
,,,
285.533,11818.0,169.3,1.109978480009061
286.033,11848.0,169.5,1.1722731906218145
286.533,11857.0,169.7,1.1156416355193113
,,,
287.533,11897.0,178.1,1.1213047910295615
,,,
288.533,11937.0,170.6,1.1213047910295615
289.033,11957.0,170.8,1.1213047910295615
289.533,11977.0,171.8,1.1382942575603126
290.033,11997.0,171.2,1.1382942575603126
290.533,12017.0,171.4,1.1326311020500621
291.033,12037.0,171.6,1.0986521689885602
291.533,12058.0,171.8,1.1326311020500621
292.033,12078.0,172.8,1.075999546947559
292.533,12098.0,172.2,1.1382942575603123
293.033,12121.0,172.5,1.1552837240910634
293.533,12139.0,172.6,1.1439574130705628
294.033,12162.0,172.9,1.1609468796013138
294.533,12188.0,173.8,1.1949258126628157
295.033,12203.0,173.3,1.166610035111564
295.533,12228.0,173.4,1.1949258126628157
296.033,12244.0,173.6,1.1722731906218145
296.533,12261.0,173.8,1.1496205685808132
297.033,12285.0,174.8,1.1722731906218145
297.533,12304.0,174.2,1.166610035111564
298.033,12324.0,174.4,1.1496205685808132
298.533,12345.0,174.6,1.166610035111564
299.033,12366.0,174.8,1.1552837240910634
