t,v1,h1,a1,v2,h2,a2
0.5,0.0,0.0,,,,
1.0,0.0,0.0,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,4.0,0.0,,,,
3.5,7.0,0.0,,,,
4.0,7.0,0.0,,,,
4.5,8.0,0.0,,,,
5.0,12.0,0.0,,,,
5.5,17.0,0.0,,,,
6.0,22.0,0.0,,,,
6.5,29.0,0.0,,,,
7.0,34.0,0.0,,,,
7.5,41.0,0.0,,,,
8.0,48.0,0.0,,,,
,,,,,,
9.0,8.0,0.0,,,,
9.5,67.0,0.0,0.317,,,
10.0,74.0,0.0,0.344,,,
10.5,81.0,0.0,0.37,,,
,,,,,,
11.5,96.0,0.0,0.395,,,
,,,,,,
,,,,,,
,,,,,,
13.5,124.0,0.1,0.41,,,
,,,,,,
14.5,139.0,0.1,0.438,,,
,,,,,,
,,,,,,
16.0,162.0,0.2,0.463,,,
16.5,169.0,0.2,0.474,,,
,,,,,,
17.5,185.0,0.3,0.486,,,
18.0,192.0,0.3,0.493,,,
18.5,200.0,0.3,0.497,,,
,,,,,,
19.5,216.0,0.4,0.508,,,
20.0,224.0,0.4,0.512,,,
,,,,,,
21.0,241.0,0.5,0.518,,,
21.5,250.0,0.5,0.627,,,
,,,,,,
22.5,265.0,0.6,0.433,,,
,,,,,,
23.5,282.0,0.7,0.439,,,
24.0,291.0,0.7,0.446,,,
,,,,,,
25.0,308.0,0.8,0.45,,,
,,,,,,
26.0,327.0,0.9,0.459,,,
,,,,,,
27.0,344.0,1.0,0.463,,,
27.5,352.0,1.0,0.464,,,
,,,,,,
,,,,,,
29.0,381.0,1.2,0.474,,,
29.5,390.0,1.3,0.478,,,
30.0,399.0,1.3,0.486,,,
30.5,408.0,1.3,0.49,,,
31.0,417.0,1.4,0.493,,,
,,,,,,
,,,,,,
32.5,446.0,1.6,0.5,,,
33.0,456.0,1.7,0.505,,,
33.5,465.0,1.7,0.505,,,
34.0,475.0,1.8,0.515,,,
34.5,485.0,1.9,0.52,,,
,,,,,,
35.5,507.0,2.0,0.528,,,
36.0,516.0,2.1,0.53,,,
36.5,528.0,2.2,0.539,,,
37.0,538.0,2.2,0.545,,,
37.5,549.0,2.3,0.556,,,
38.0,560.0,2.4,0.561,,,
38.5,571.0,2.5,0.569,,,
39.0,581.0,2.5,0.573,,,
39.5,592.0,2.6,0.58,,,
40.0,603.0,2.7,0.588,,,
40.5,616.0,2.8,0.6,,,
41.0,626.0,2.8,0.6,,,
,,,,,,
42.0,649.0,3.0,0.61,,,
42.5,662.0,3.1,0.621,,,
,,,,,,
43.5,685.0,3.3,0.627,,,
44.0,697.0,3.4,0.63,,,
,,,,,,
,,,,,,
45.5,733.0,3.7,0.642,,,
46.0,746.0,3.8,0.646,,,
46.5,758.0,3.9,0.653,,,
47.0,770.0,4.0,0.657,,,
47.5,782.0,4.1,0.661,,,
48.0,794.0,4.2,0.664,,,
48.5,806.0,4.3,0.672,,,
49.0,819.0,4.4,0.68,,,
,,,,,,
,,,,,,
50.5,858.0,4.7,0.687,,,
,,,,,,
51.5,887.0,5.0,0.693,,,
,,,,,,
52.5,916.0,5.2,0.71,,,
,,,,,,
,,,,,,
,,,,,,
54.5,967.0,5.7,0.715,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
57.5,1034.0,6.5,0.708,,,
58.0,1044.0,6.7,0.702,,,
58.5,1053.0,6.8,0.691,,,
59.0,1062.0,7.0,0.679,,,
59.5,1071.0,7.1,0.664,,,
60.0,1080.0,7.2,0.653,,,
60.5,1088.0,7.4,0.638,,,
61.0,1097.0,7.5,0.626,,,
61.5,1105.0,7.7,0.611,,,
62.0,1113.0,7.8,0.596,,,
62.5,1122.0,7.9,0.581,,,
,,,,,,
,,,,,,
64.0,1152.0,8.4,0.57,,,
64.5,1165.0,8.5,0.564,,,
,,,,,,
,,,,,,
66.0,1207.0,9.0,0.562,,,
,,,,,,
67.0,1239.0,9.3,0.574,,,
67.5,1256.0,9.4,0.597,,,
68.0,1272.0,9.6,0.619,,,
68.5,1289.0,9.7,0.649,,,
,,,,,,
69.5,1324.0,10.0,0.681,,,
70.0,1343.0,10.2,0.719,,,
70.5,1358.0,10.4,0.742,,,
71.0,1377.0,10.5,0.783,,,
71.5,1394.0,10.7,0.814,,,
,,,,,,
,,,,,,
73.0,1450.0,11.2,0.854,,,
73.5,1467.0,11.3,0.888,,,
74.0,1486.0,11.5,0.926,,,
74.5,1503.0,11.6,0.952,,,
75.0,1523.0,11.9,0.978,,,
75.5,1542.0,12.1,0.997,,,
76.0,1562.0,12.3,1.012,,,
76.5,1582.0,12.4,1.024,,,
,,,,,,
,,,,,,
78.0,1640.0,13.0,1.036,,,
78.5,1660.0,13.2,1.048,,,
79.0,1680.0,13.4,1.057,,,
79.5,1700.0,13.5,1.061,,,
80.0,1719.0,13.6,1.076,,,
80.5,1740.0,13.8,1.084,,,
81.0,1761.0,14.0,1.099,,,
,,,,,,
82.0,1804.0,14.4,1.109,,,
,,,,,,
,,,,,,
83.5,1868.0,15.0,1.126,,,
84.0,1888.0,15.2,1.129,,,
84.5,1912.0,15.4,1.156,,,
85.0,1935.0,15.6,1.167,,,
85.5,1960.0,15.8,1.19,,,
86.0,1982.0,16.0,1.197,,,
86.5,2007.0,16.2,1.216,,,
87.0,2029.0,16.4,1.226,,,
87.5,2054.0,16.6,1.245,,,
88.0,2075.0,16.8,1.249,,,
88.5,2098.0,17.0,1.26,,,
89.0,2123.0,17.2,1.283,,,
89.5,2150.0,17.5,1.306,,,
90.0,2173.0,17.6,1.313,,,
90.5,2199.0,17.9,1.33,,,
91.0,2225.0,18.1,1.348,,,
91.5,2252.0,18.3,1.374,,,
92.0,2279.0,18.6,1.386,,,
92.5,2306.0,18.8,1.401,,,
93.0,2333.0,19.0,1.408,,,
93.5,2359.0,19.2,1.423,,,
94.0,2386.0,19.4,1.431,,,
94.5,2415.0,19.7,1.457,,,
95.0,2440.0,19.9,1.457,,,
95.5,2467.0,20.1,1.48,,,
96.0,2495.0,20.3,1.499,,,
,,,,,,
97.0,2550.0,20.8,1.508,,,
97.5,2579.0,21.0,1.516,,,
98.0,2610.0,21.3,1.546,,,
98.5,2639.0,21.6,1.557,,,
99.0,2667.0,21.7,1.565,,,
99.5,2695.0,21.9,1.569,,,
100.0,2725.0,22.1,1.58,,,
100.5,2755.0,22.4,1.591,,,
,,,,,,
101.5,2816.0,22.8,1.605,,,
102.0,2848.0,23.2,1.627,,,
102.5,2877.0,23.4,1.635,,,
103.0,2908.0,23.6,1.642,,,
103.5,2939.0,23.9,1.665,,,
104.0,2971.0,24.1,1.684,,,
104.5,3001.0,24.4,1.691,,,
105.0,3034.0,24.6,1.712,,,
,,,,,,
106.0,3101.0,25.2,1.729,,,
106.5,3130.0,25.4,1.722,,,
107.0,3165.0,25.7,1.744,,,
107.5,3197.0,25.9,1.759,,,
108.0,3232.0,26.2,1.786,,,
108.5,3263.0,26.4,1.79,,,
109.0,3297.0,26.8,1.805,,,
109.5,3331.0,27.0,1.818,,,
110.0,3365.0,27.3,1.825,,,
110.5,3399.0,27.6,1.844,,,
111.0,3433.0,27.8,1.856,,,
111.5,3468.0,28.1,1.871,,,
112.0,3502.0,28.4,1.878,,,
112.5,3539.0,28.6,1.905,,,
113.0,3575.0,28.9,1.916,,,
,,,,,,
114.0,3645.0,29.4,1.922,,,
114.5,3681.0,29.6,1.948,,,
115.0,3718.0,30.1,1.956,,,
115.5,3751.0,30.2,1.959,,,
116.0,3791.0,30.5,1.978,,,
116.5,3830.0,30.8,2.009,,,
117.0,3867.0,31.1,2.02,,,
117.5,3902.0,31.3,2.024,,,
118.0,3942.0,31.7,2.046,,,
118.5,3980.0,32.0,2.061,,,
119.0,4022.0,32.3,2.092,,,
119.5,4058.0,32.6,2.095,,,
120.0,4097.0,32.9,2.114,,,
120.5,4131.0,33.2,2.103,,,
121.0,4171.0,33.5,2.118,,,
121.5,4214.0,33.8,2.148,,,
122.0,4252.0,34.1,2.156,,,
122.5,4295.0,34.5,2.178,,,
123.0,4332.0,34.7,2.194,,,
123.5,4376.0,35.1,2.209,,,
124.0,4413.0,35.3,2.201,,,
124.5,4454.0,35.6,2.216,,,
125.0,4498.0,35.9,2.25,,,
125.5,4541.0,36.2,2.261,,,
126.0,4581.0,36.6,2.269,,,
126.5,4625.0,36.9,2.277,,,
127.0,4668.0,37.2,2.303,,,
127.5,4710.0,37.5,2.314,,,
128.0,4754.0,37.8,2.352,,,
,,,,,,
129.0,4840.0,38.5,2.363,,,
129.5,4886.0,38.9,2.375,,,
,,,,,,
130.5,4972.0,39.6,2.394,,,
131.0,5014.0,39.9,2.39,,,
131.5,5062.0,40.2,2.431,,,
132.0,5104.0,40.6,2.424,,,
132.5,5152.0,41.0,2.465,,,
133.0,5195.0,41.3,2.473,,,
133.5,5243.0,41.7,2.488,,,
134.0,5286.0,42.0,2.488,,,
134.5,5334.0,42.4,2.518,,,
135.0,5378.0,42.7,2.518,,,
135.5,5427.0,43.1,2.541,,,
136.0,5470.0,43.5,2.545,,,
136.5,5519.0,43.9,2.564,,,
137.0,5567.0,44.2,2.582,,,
137.5,5616.0,44.6,2.594,,,
138.0,5667.0,45.0,2.624,,,
138.5,5713.0,45.4,2.639,,,
139.0,5762.0,45.8,2.643,,,
139.5,5813.0,46.2,2.677,,,
140.0,5863.0,46.6,2.684,,,
140.5,5912.0,47.0,2.707,,,
141.0,5961.0,47.4,2.711,,,
141.5,6010.0,47.8,2.733,,,
142.0,6061.0,48.2,2.745,,,
142.5,6113.0,48.6,2.775,,,
143.0,6161.0,49.0,2.771,,,
143.5,6214.0,49.4,2.809,,,
144.0,6271.0,49.9,2.839,,,
144.5,6321.0,50.2,2.847,,,
145.0,6378.0,50.7,2.877,,,
145.5,6429.0,51.1,2.877,,,
146.0,6488.0,51.6,2.926,,,
146.5,6541.0,52.0,2.941,,,
147.0,6597.0,52.4,2.96,,,
147.5,6654.0,52.9,2.986,,,
148.0,6709.0,53.3,3.009,,,
148.5,6767.0,53.7,3.043,,,
149.0,6827.0,54.2,3.085,,,
149.5,6883.0,54.6,3.103,,,
150.0,6942.0,55.1,3.13,,,
150.5,7005.0,55.5,3.186,,,
151.0,7065.0,56.0,3.213,,,
151.5,7113.0,56.3,3.179,,,
152.0,7180.0,56.9,3.243,,,
152.5,7224.0,57.2,3.194,,,
153.0,7283.0,57.7,3.224,,,
153.5,7340.0,58.2,3.217,,,
154.0,7391.0,58.7,3.209,,,
154.5,7446.0,59.1,3.205,,,
155.0,7498.0,59.6,3.186,,,
155.5,7551.0,60.1,3.179,,,
156.0,7598.0,60.5,3.137,,,
156.5,7655.0,61.0,3.126,,,
157.0,7705.0,61.5,3.103,,,
157.5,7760.0,61.9,3.088,,,
158.0,7814.0,62.4,3.054,,,
158.5,7868.0,62.9,3.032,,,
159.0,7911.0,63.4,3.013,,,
159.5,7930.0,63.9,2.832,,,
160.0,7932.0,64.3,2.673,,,
160.5,7926.0,64.9,2.428,,,
161.0,7920.0,65.3,2.19,,,
161.5,7912.0,65.8,1.967,,,
162.0,7902.0,66.2,1.722,,,
162.5,7889.0,66.7,1.476,,,
163.0,7879.0,67.2,1.238,,,
163.5,7871.0,67.6,1.031,,,
164.0,7863.0,68.1,0.785,,,
164.5,7856.0,68.5,0.57,,,
165.0,7849.0,69.0,0.336,,,
165.5,7843.0,69.4,0.109,,,
166.0,7836.0,69.8,-0.121,,,
166.5,7829.0,70.3,-0.31,,,
167.0,7822.0,70.7,-0.408,,,
167.5,7815.0,71.2,-0.442,,,
168.0,7809.0,71.6,-0.442,,,
168.5,7802.0,72.1,-0.446,,,
169.0,7794.0,72.5,-0.446,,,
169.5,7788.0,73.0,-0.43,,,
170.0,7780.0,73.4,-0.412,,,
170.5,7772.0,73.8,-0.404,,,
171.0,7765.0,74.3,-0.4,,,
171.5,7759.0,74.7,-0.393,,,
172.0,7752.0,75.1,-0.393,,,
172.5,7745.0,75.5,-0.393,,,
173.0,7738.0,75.9,-0.396,,,
173.5,7731.0,76.4,-0.396,,,
174.0,7725.0,76.7,-0.393,,,
174.5,7719.0,77.2,-0.389,,,
175.0,7712.0,77.6,-0.389,7859.0,77.7,
175.5,7705.0,78.0,-0.393,7865.0,78.1,
176.0,7698.0,78.4,-0.393,7873.0,78.5,
176.5,7692.0,78.8,-0.385,7880.0,79.0,
177.0,7685.0,79.2,-0.389,7887.0,79.4,
177.5,7679.0,79.6,-0.381,7893.0,79.8,
178.0,7673.0,80.0,-0.374,7901.0,80.2,
178.5,7666.0,80.4,-0.374,7908.0,80.6,
179.0,7660.0,80.8,-0.374,7915.0,81.0,
179.5,7655.0,81.2,-0.366,7923.0,81.4,
180.0,7648.0,81.6,-0.366,7930.0,81.8,
180.5,7642.0,82.0,-0.362,7938.0,82.2,
181.0,7636.0,82.3,-0.359,7945.0,82.6,
181.5,7630.0,82.7,-0.359,7952.0,83.0,
182.0,7624.0,83.1,-0.359,7959.0,83.4,0.378
182.5,7618.0,83.5,-0.355,7967.0,83.8,0.408
183.0,7611.0,83.9,-0.355,7975.0,84.2,0.415
183.5,7605.0,84.3,-0.351,7983.0,84.6,0.415
184.0,7600.0,84.6,-0.347,7990.0,85.0,0.415
184.5,7594.0,85.0,-0.344,7998.0,85.4,0.419
185.0,7589.0,85.3,-0.34,,,
185.5,7583.0,85.7,-0.34,8014.0,86.2,0.427
186.0,7577.0,86.0,-0.336,8021.0,86.5,0.423
186.5,7572.0,86.4,-0.332,8028.0,86.9,0.423
187.0,7567.0,86.7,-0.332,8036.0,87.3,0.427
187.5,7560.0,87.1,-0.332,8044.0,87.6,0.427
188.0,7554.0,87.4,-0.332,,,
188.5,7549.0,87.8,-0.328,,,
189.0,7542.0,88.1,-0.332,8069.0,88.8,0.432
189.5,7537.0,88.5,-0.328,8076.0,89.2,0.428
190.0,7531.0,88.8,-0.328,,,
190.5,7526.0,89.2,-0.321,,,
191.0,7520.0,89.5,-0.321,8102.0,90.3,0.434
191.5,7514.0,89.9,-0.325,8111.0,90.7,0.442
192.0,7509.0,90.2,-0.321,8119.0,91.1,0.446
192.5,7503.0,90.6,-0.325,,,
193.0,7498.0,90.9,-0.321,8136.0,91.9,0.447
193.5,7492.0,91.2,-0.321,8145.0,92.2,0.451
194.0,7487.0,91.5,-0.321,8153.0,92.6,0.451
194.5,7481.0,91.9,-0.325,8162.0,93.0,0.459
195.0,7476.0,92.2,-0.317,8170.0,93.3,0.459
195.5,7471.0,92.5,-0.313,8179.0,93.7,0.462
196.0,7465.0,92.8,-0.317,8187.0,94.1,0.466
196.5,7461.0,93.1,-0.306,8196.0,94.4,0.474
197.0,7455.0,93.4,-0.31,8205.0,94.8,0.478
197.5,7450.0,93.8,-0.306,8213.0,95.1,0.478
198.0,7445.0,94.1,-0.306,8222.0,95.5,0.48
198.5,7439.0,94.4,-0.306,8232.0,95.9,0.491
199.0,7434.0,94.7,-0.302,8241.0,96.2,0.493
199.5,7429.0,95.0,-0.302,8250.0,96.6,0.493
200.0,7425.0,95.3,-0.294,8258.0,96.9,0.493
200.5,7420.0,95.6,-0.294,8269.0,97.3,0.502
201.0,7415.0,95.9,-0.291,8277.0,97.6,0.498
201.5,7410.0,96.2,-0.291,8287.0,98.0,0.506
202.0,7405.0,96.5,-0.287,8297.0,98.3,0.51
202.5,7401.0,96.7,-0.283,8306.0,98.6,0.513
203.0,7396.0,97.0,-0.283,8316.0,99.0,0.517
203.5,7390.0,97.3,-0.283,8326.0,99.4,0.525
204.0,7387.0,97.6,-0.279,8335.0,99.7,0.525
204.5,7381.0,97.9,-0.279,8345.0,100.0,0.529
205.0,7377.0,98.2,-0.276,8355.0,100.0,0.536
205.5,7372.0,98.5,-0.276,8365.0,100.0,0.54
206.0,7368.0,98.7,-0.268,8375.0,101.0,0.54
206.5,7363.0,99.1,-0.268,8385.0,101.0,0.544
207.0,7359.0,99.4,-0.264,8395.0,101.0,0.547
207.5,7354.0,99.6,-0.268,8406.0,102.0,0.559
208.0,7349.0,100.0,-0.268,8416.0,102.0,0.555
208.5,7345.0,100.0,-0.264,8426.0,102.0,0.563
209.0,7341.0,100.0,-0.261,8436.0,103.0,0.563
209.5,7336.0,100.0,-0.261,8446.0,103.0,0.563
210.0,7333.0,100.0,-0.257,8455.0,103.0,0.563
210.5,7328.0,101.0,-0.257,8467.0,104.0,0.57
211.0,7323.0,101.0,-0.253,8477.0,104.0,0.57
211.5,7319.0,101.0,-0.257,8487.0,104.0,0.574
212.0,7315.0,102.0,-0.249,,,
212.5,7311.0,102.0,-0.249,,,
213.0,7307.0,102.0,-0.245,,,
213.5,7303.0,102.0,-0.245,,,
,,,,8539.0,106.0,0.575
214.5,7295.0,103.0,-0.242,,,
215.0,7291.0,103.0,-0.242,8560.0,107.0,0.577
215.5,7287.0,103.0,-0.238,8572.0,107.0,0.585
216.0,7282.0,103.0,-0.238,8582.0,107.0,0.585
216.5,7279.0,104.0,-0.234,8593.0,107.0,0.589
217.0,7275.0,104.0,-0.234,8603.0,108.0,0.589
,,,,8613.0,108.0,0.585
218.0,7268.0,104.0,-0.228,8624.0,108.0,0.589
218.5,7264.0,105.0,-0.232,8636.0,109.0,0.596
219.0,7260.0,105.0,-0.228,8647.0,109.0,0.6
219.5,7257.0,105.0,-0.221,8658.0,109.0,0.604
220.0,7254.0,105.0,-0.217,8667.0,110.0,0.604
,,,,8678.0,110.0,0.6
221.0,7247.0,106.0,-0.215,8690.0,110.0,0.607
221.5,7243.0,106.0,-0.215,8701.0,111.0,0.611
222.0,7240.0,106.0,-0.211,8711.0,111.0,0.61
222.5,7236.0,106.0,-0.211,8722.0,111.0,0.612
223.0,7232.0,106.0,-0.211,8734.0,111.0,0.612
223.5,7229.0,107.0,-0.208,8744.0,112.0,0.612
224.0,7226.0,107.0,-0.204,8755.0,112.0,0.612
224.5,7223.0,107.0,-0.196,8767.0,112.0,0.619
225.0,7219.0,107.0,-0.2,8779.0,113.0,0.627
225.5,7217.0,107.0,-0.193,8789.0,113.0,0.623
226.0,7213.0,108.0,-0.194,8802.0,113.0,0.627
226.5,7210.0,108.0,-0.191,,,
227.0,7207.0,108.0,-0.187,,,
227.5,7204.0,108.0,-0.187,8835.0,114.0,0.627
228.0,7201.0,108.0,-0.187,8848.0,115.0,0.634
228.5,7198.0,109.0,-0.185,,,
229.0,7195.0,109.0,-0.181,8871.0,115.0,0.644
229.5,7192.0,109.0,-0.181,,,
230.0,7189.0,109.0,-0.177,8893.0,116.0,0.644
230.5,7186.0,109.0,-0.174,,,
231.0,7183.0,109.0,-0.174,8917.0,116.0,0.644
231.5,7181.0,109.0,-0.17,,,
232.0,7178.0,110.0,-0.17,,,
232.5,7175.0,110.0,-0.166,8951.0,117.0,0.645
233.0,7173.0,110.0,-0.166,8964.0,117.0,0.656
233.5,7170.0,110.0,-0.162,8976.0,118.0,0.66
234.0,7167.0,110.0,-0.162,8987.0,118.0,0.656
234.5,7164.0,110.0,-0.162,,,
235.0,7162.0,111.0,-0.159,9011.0,118.0,0.664
235.5,7159.0,111.0,-0.159,,,
236.0,7157.0,111.0,-0.155,9035.0,119.0,0.668
236.5,7154.0,111.0,-0.155,,,
237.0,7152.0,111.0,-0.151,,,
237.5,7149.0,111.0,-0.151,,,
238.0,7147.0,111.0,-0.147,,,
238.5,7145.0,112.0,-0.143,,,
239.0,7143.0,112.0,-0.143,9108.0,121.0,0.668
239.5,7141.0,112.0,-0.14,,,
240.0,7139.0,112.0,-0.136,9133.0,121.0,0.67
240.5,7136.0,112.0,-0.14,9147.0,121.0,0.685
241.0,7134.0,112.0,-0.136,9158.0,122.0,0.678
,,,,9172.0,122.0,0.689
242.0,7130.0,112.0,-0.132,9185.0,122.0,0.689
242.5,7128.0,113.0,-0.128,9197.0,122.0,0.691
243.0,7126.0,113.0,-0.128,,,
243.5,7124.0,113.0,-0.125,,,
,,,,9234.0,123.0,0.696
244.5,7120.0,113.0,-0.125,9247.0,123.0,0.7
245.0,7118.0,113.0,-0.121,9260.0,124.0,0.706
245.5,7117.0,113.0,-0.117,9272.0,124.0,0.702
246.0,7115.0,113.0,-0.113,,,
,,,,,,
,,,,9310.0,125.0,0.705
247.5,7110.0,114.0,-0.112,9323.0,125.0,0.712
248.0,7109.0,114.0,-0.108,9336.0,125.0,0.716
248.5,7107.0,114.0,-0.108,9348.0,125.0,0.716
249.0,7106.0,114.0,-0.104,9362.0,126.0,0.723
249.5,7104.0,114.0,-0.104,9375.0,126.0,0.725
250.0,7102.0,114.0,-0.101,9388.0,126.0,0.721
250.5,7101.0,114.0,-0.097,,,
251.0,7100.0,114.0,-0.093,9414.0,127.0,0.729
,,,,9426.0,127.0,0.721
252.0,7097.0,114.0,-0.091,9440.0,127.0,0.725
252.5,7096.0,114.0,-0.087,9453.0,127.0,0.729
253.0,7095.0,114.0,-0.084,9466.0,128.0,0.731
253.5,7094.0,114.0,-0.08,,,
254.0,7093.0,115.0,-0.076,,,
254.5,7091.0,115.0,-0.08,9506.0,128.0,0.732
,,,,,,
,,,,9532.0,129.0,0.732
,,,,9546.0,129.0,0.74
256.5,7087.0,115.0,-0.076,9559.0,129.0,0.741
257.0,7086.0,115.0,-0.074,9572.0,129.0,0.741
,,,,9585.0,130.0,0.741
,,,,9599.0,130.0,0.749
258.5,7084.0,115.0,-0.072,9613.0,130.0,0.749
259.0,7083.0,115.0,-0.069,9627.0,130.0,0.753
259.5,7083.0,115.0,-0.065,9640.0,131.0,0.753
,,,,9654.0,131.0,0.756
260.5,7081.0,115.0,-0.061,9667.0,131.0,0.76
261.0,7081.0,115.0,-0.053,9681.0,131.0,0.76
,,,,9694.0,131.0,0.76
,,,,9708.0,132.0,0.764
262.5,7079.0,115.0,-0.052,9722.0,132.0,0.766
263.0,7079.0,115.0,-0.048,9736.0,132.0,0.77
263.5,7078.0,115.0,-0.047,9749.0,132.0,0.766
264.0,7078.0,115.0,-0.043,9763.0,133.0,0.77
264.5,7078.0,115.0,-0.039,9777.0,133.0,0.774
265.0,7077.0,115.0,-0.039,9792.0,133.0,0.782
265.5,7077.0,115.0,-0.035,,,
266.0,7077.0,115.0,-0.028,,,
266.5,7077.0,115.0,-0.024,9834.0,134.0,0.782
267.0,7077.0,115.0,-0.02,9848.0,134.0,0.782
267.5,7076.0,115.0,-0.021,9862.0,134.0,0.782
268.0,7076.0,115.0,-0.018,9876.0,134.0,0.785
268.5,7076.0,115.0,-0.018,,,
269.0,7076.0,115.0,-0.014,,,
269.5,7076.0,115.0,-0.014,9917.0,135.0,0.784
270.0,7076.0,115.0,-0.011,9932.0,135.0,0.792
270.5,7076.0,115.0,-0.011,9946.0,135.0,0.792
271.0,7076.0,115.0,-0.008,9961.0,135.0,0.799
271.5,7076.0,115.0,-0.008,9975.0,136.0,0.799
272.0,7077.0,115.0,-0.004,9991.0,136.0,0.807
272.5,7077.0,115.0,0.0,10004.0,136.0,0.803
