t,v1,h1,a1,v2,h2,a2
0.5,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.5,4.0,-0.0,,,,
3.0,8.0,-0.0,,,,
3.5,9.0,-0.0,,,,
4.0,13.0,-0.0,,,,
4.5,16.0,-0.0,,,,
5.0,19.0,-0.0,,,,
5.5,23.0,-0.0,,,,
6.0,28.0,-0.0,,,,
6.5,35.0,0.0,,,,
7.0,41.0,0.0,,,,
7.5,47.0,0.0,,,,
8.0,55.0,0.0,,,,
8.5,61.0,0.0,,,,
9.0,68.0,0.0,0.242,,,
,,,,,,
10.0,82.0,0.0,0.268,,,
,,,,,,
11.0,96.0,0.0,0.294,,,
11.5,104.0,0.0,0.31,,,
,,,,,,
12.5,119.0,11.0,0.334,,,
,,,,,,
13.5,3.0,0.1,0.1,,,
,,,,,,
14.5,149.0,0.2,0.364,,,
15.0,156.0,0.2,0.379,,,
15.5,164.0,0.2,0.395,,,
16.0,173.0,0.2,0.41,,,
16.5,181.0,0.3,0.413,,,
17.0,189.0,0.3,0.421,,,
17.5,197.0,0.3,0.429,,,
18.0,204.0,0.3,0.425,,,
18.5,212.0,0.4,0.432,,,
,,,,,,
19.5,228.0,0.4,0.436,,,
20.0,238.0,0.5,0.447,,,
20.5,246.0,0.5,0.451,,,
21.0,255.0,0.5,0.455,,,
21.5,263.0,6.0,0.457,,,
22.0,272.0,6.0,0.71,,,
,,,,,,
,,,,,,
23.5,298.0,0.7,0.467,,,
24.0,307.0,0.8,0.474,,,
,,,,,,
25.0,326.0,0.9,0.48,,,
25.5,335.0,0.9,0.48,,,
26.0,345.0,1.0,0.488,,,
26.5,353.0,1.0,0.488,,,
27.0,363.0,1.1,0.495,,,
27.5,372.0,1.1,0.503,,,
28.0,382.0,1.2,0.51,,,
28.5,392.0,1.2,0.518,,,
29.0,401.0,1.3,0.514,,,
29.5,411.0,1.3,0.522,,,
30.0,420.0,1.4,0.522,,,
30.5,430.0,1.4,0.529,,,
31.0,440.0,1.5,0.533,,,
31.5,451.0,1.6,0.542,,,
32.0,462.0,1.6,0.549,,,
32.5,472.0,1.7,0.551,,,
,,,,,,
33.5,493.0,1.8,0.557,,,
34.0,504.0,1.9,0.561,,,
34.5,514.0,2.0,0.568,,,
35.0,525.0,2.1,0.572,,,
35.5,535.0,2.1,0.576,,,
36.0,546.0,2.2,0.58,,,
36.5,557.0,2.3,0.583,,,
37.0,569.0,2.3,0.595,,,
37.5,579.0,2.4,0.595,,,
38.0,590.0,2.5,0.602,,,
,,,,,,
39.0,612.0,2.7,0.606,,,
39.5,622.0,2.8,0.606,,,
,,,,,,
,,,,,,
41.0,658.0,3.0,0.61,,,
41.5,669.0,3.1,0.61,,,
42.0,681.0,3.2,0.617,,,
42.5,694.0,3.3,0.627,,,
43.0,705.0,3.4,0.627,,,
43.5,719.0,3.5,0.642,,,
44.0,730.0,3.6,0.642,,,
44.5,743.0,3.7,0.653,,,
45.0,755.0,3.8,0.657,,,
45.5,769.0,3.9,0.668,,,
,,,,,,
46.5,794.0,4.1,0.67,,,
,,,,,,
47.5,820.0,4.4,0.681,,,
,,,,,,
,,,,,,
49.0,860.0,4.7,0.69,,,
,,,,,,
,,,,,,
,,,,,,
51.0,910.0,5.2,0.696,,,
,,,,,,
52.0,929.0,5.4,0.694,,,
52.5,937.0,5.5,0.679,,,
53.0,944.0,5.7,0.664,,,
,,,,,,
,,,,,,
54.5,966.0,6.0,0.646,,,
55.0,973.0,6.2,0.624,,,
,,,,,,
,,,,,,
56.5,996.0,6.6,0.611,,,
57.0,1004.0,6.7,0.588,,,
57.5,1011.0,6.8,0.573,,,
58.0,1019.0,7.0,0.554,,,
58.5,1027.0,7.1,0.539,,,
59.0,1036.0,7.2,0.52,,,
59.5,1046.0,7.4,0.511,,,
60.0,1057.0,7.5,0.503,,,
60.5,1070.0,7.6,0.502,,,
61.0,1084.0,7.8,0.508,,,
61.5,1099.0,7.9,0.529,,,
62.0,1113.0,8.0,0.551,,,
62.5,1130.0,8.1,0.589,,,
63.0,1145.0,8.3,0.618,,,
63.5,1162.0,8.4,0.656,,,
64.0,1178.0,8.5,0.687,,,
64.5,1195.0,8.7,0.721,,,
,,,,,,
65.5,1229.0,9.0,0.759,,,
66.0,1246.0,9.2,0.793,,,
66.5,1263.0,9.3,0.827,,,
67.0,1280.0,9.5,0.857,,,
67.5,1297.0,9.6,0.883,,,
68.0,1314.0,9.8,0.906,,,
68.5,1331.0,10.0,0.921,,,
69.0,1348.0,10.1,0.933,,,
69.5,1366.0,10.3,0.944,,,
70.0,1383.0,10.5,0.955,,,
70.5,1401.0,10.6,0.959,,,
71.0,1419.0,10.8,0.97,,,
71.5,1436.0,11.0,0.97,,,
72.0,1454.0,11.1,0.978,,,
72.5,1473.0,11.3,0.985,,,
73.0,1492.0,11.5,0.993,,,
73.5,1512.0,11.7,1.004,,,
74.0,1531.0,11.9,1.012,,,
74.5,1550.0,12.1,1.019,,,
,,,,,,
75.5,1588.0,12.4,1.027,,,
76.0,1609.0,12.6,1.042,,,
76.5,1627.0,12.8,1.046,,,
77.0,1647.0,13.0,1.057,,,
77.5,1666.0,13.1,1.061,,,
78.0,1687.0,13.4,1.076,,,
78.5,1706.0,13.5,1.08,,,
79.0,1728.0,13.8,1.095,,,
79.5,1748.0,13.9,1.106,,,
80.0,1770.0,14.1,1.121,,,
80.5,1793.0,14.3,1.136,,,
81.0,1812.0,14.5,1.136,,,
81.5,1835.0,14.7,1.148,,,
,,,,,,
82.5,1879.0,15.1,1.159,,,
83.0,1901.0,15.4,1.17,,,
83.5,1923.0,15.5,1.182,,,
84.0,1945.0,15.8,1.185,,,
84.5,1968.0,16.0,1.204,,,
85.0,1991.0,16.2,1.216,,,
