t,v1,h1,a1,v2,h2,a2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.5,2.0,-0.0,,,,
3.0,5.0,-0.0,,,,
3.5,5.0,-0.0,,,,
4.0,6.0,-0.0,,,,
,,,,,,
,,,,,,
5.5,21.0,-0.0,,,,
6.0,28.0,-0.0,,,,
6.5,34.0,0.0,,,,
7.0,40.0,0.0,,,,
7.5,46.0,0.0,,,,
8.0,54.0,0.0,,,,
8.5,60.0,0.0,,,,
9.0,66.0,0.0,,,,
9.5,74.0,0.0,,,,
10.0,81.0,0.0,,,,
10.5,88.0,0.0,0.287,,,
11.0,95.0,0.0,0.313,,,
,,,,,,
,,,,,,
,,,,,,
13.0,124.0,0.1,0.329,,,
13.5,132.0,0.1,0.36,,,
14.0,139.0,0.1,0.382,,,
,,,,,,
,,,,,,
15.5,163.0,0.2,0.394,,,
16.0,171.0,0.2,0.397,,,
,,,,,,
17.0,186.0,0.3,0.403,,,
17.5,194.0,0.3,0.411,,,
18.0,202.0,0.3,0.418,,,
,,,,,,
19.0,219.0,0.4,0.42,,,
19.5,227.0,0.4,0.428,,,
,,,,,,
20.5,244.0,0.5,0.437,,,
21.0,253.0,0.5,0.441,,,
,,,,,,
22.0,270.0,0.6,0.446,,,
22.5,279.0,0.6,0.454,,,
,,,,,,
23.5,296.0,0.7,0.46,,,
,,,,,,
24.5,315.0,0.8,0.468,,,
,,,,,,
25.5,332.0,0.9,0.47,,,
26.0,342.0,0.9,0.481,,,
,,,,,,
27.0,361.0,1.0,0.487,,,
,,,,,,
,,,,,,
28.5,389.0,1.2,0.492,,,
29.0,399.0,1.3,0.502,,,
29.5,409.0,1.3,0.509,,,
30.0,418.0,1.4,0.513,,,
30.5,427.0,1.4,0.515,,,
,,,,,,
31.5,447.0,1.5,0.522,,,
32.0,457.0,1.6,0.528,,,
32.5,467.0,1.7,0.532,,,
33.0,478.0,1.7,0.541,,,
33.5,488.0,1.8,0.545,,,
,,,,,,
34.5,510.0,1.9,0.554,,,
35.0,521.0,2.0,0.56,,,
35.5,531.0,2.1,0.566,,,
36.0,542.0,2.2,0.569,,,
36.5,553.0,2.2,0.575,,,
37.0,564.0,2.3,0.581,,,
37.5,575.0,2.4,0.585,,,
38.0,586.0,2.5,0.589,,,
,,,,,,
,,,,,,
39.5,623.0,2.7,0.602,,,
,,,,,,
,,,,,,
41.0,656.0,3.0,0.609,,,
41.5,668.0,3.1,0.617,,,
42.0,680.0,3.2,0.624,,,
42.5,693.0,3.3,0.636,,,
43.0,705.0,3.3,0.639,,,
,,,,,,
,,,,,,
44.5,742.0,3.7,0.648,,,
45.0,754.0,3.7,0.652,,,
45.5,768.0,3.9,0.663,,,
46.0,779.0,4.0,0.667,,,
,,,,,,
47.0,806.0,4.2,0.676,,,
,,,,,,
48.0,832.0,4.4,0.684,,,
,,,,,,
49.0,859.0,4.6,0.693,,,
49.5,873.0,4.7,0.705,,,
,,,,,,
,,,,,,
51.0,911.0,5.1,0.711,,,
51.5,921.0,5.2,0.702,,,
52.0,929.0,5.3,0.691,,,
52.5,938.0,5.5,0.68,,,
53.0,946.0,5.6,0.664,,,
53.5,953.0,5.7,0.642,,,
