t,v1,h1,a1,v2,h2,a2
0.5,,,,,,
,,,,,,
,,,,,,
2.0,1.0,-0.0,,,,
2.5,4.0,-0.0,,,,
3.0,7.0,-0.0,,,,
3.5,7.0,-0.0,,,,
4.0,12.0,-0.0,,,,
4.5,20.0,-0.0,,,,
5.0,20.0,-0.0,,,,
5.5,25.0,-0.0,,,,
,,,,,,
6.5,36.0,0.0,,,,
7.0,41.0,0.0,,,,
7.5,48.0,0.0,,,,
8.0,55.0,0.0,,,,
8.5,63.0,0.0,,,,
9.0,69.0,0.0,0.236,,,
9.5,76.0,0.0,0.262,,,
10.0,83.0,0.0,0.289,,,
10.5,91.0,0.0,0.308,,,
11.0,98.0,0.0,0.323,,,
11.5,106.0,0.1,0.353,,,
,,,,,,
12.5,120.0,0.1,0.361,,,
13.0,128.0,0.1,0.361,,,
13.5,135.0,0.1,0.387,,,
14.0,143.0,0.1,0.398,,,
14.5,150.0,0.2,0.404,,,
15.0,158.0,0.2,0.415,,,
15.5,165.0,0.2,0.415,,,
16.0,173.0,0.2,0.419,,,
16.5,181.0,0.3,0.419,,,
17.0,189.0,0.3,0.427,,,
17.5,197.0,0.3,0.43,,,
,,,,,,
18.5,214.0,0.4,0.436,,,
19.0,222.0,0.4,0.436,,,
19.5,230.0,0.4,0.44,,,
20.0,240.0,0.5,0.447,,,
20.5,247.0,0.5,0.447,,,
,,,,,,
21.5,265.0,0.6,0.451,,,
22.0,274.0,0.6,0.459,,,
22.5,282.0,0.6,0.459,,,
23.0,291.0,0.7,0.466,,,
,,,,,,
24.0,310.0,0.8,0.472,,,
24.5,319.0,0.8,0.479,,,
25.0,328.0,0.9,0.483,,,
25.5,337.0,0.9,0.487,,,
26.0,345.0,0.9,0.487,,,
26.5,355.0,1.0,0.495,,,
27.0,364.0,1.1,0.496,,,
27.5,374.0,1.1,0.504,,,
28.0,385.0,1.2,0.515,,,
28.5,394.0,1.2,0.512,,,
29.0,404.0,1.3,0.523,,,
29.5,413.0,1.3,0.523,,,
30.0,424.0,1.4,0.53,,,
,,,,,,
,,,,,,
31.5,454.0,1.6,0.538,,,
32.0,465.0,1.6,0.546,,,
32.5,475.0,1.7,0.547,,,
33.0,486.0,1.8,0.555,,,
33.5,497.0,1.8,0.563,,,
34.0,507.0,1.9,0.566,,,
34.5,519.0,2.0,0.581,,,
35.0,529.0,2.0,0.581,,,
,,,,,,
36.0,551.0,2.2,0.589,,,
36.5,563.0,2.3,0.597,,,
,,,,,,
37.5,586.0,2.4,0.598,,,
,,,,,,
,,,,,,
39.0,619.0,2.7,0.606,,,
,,,,,,
,,,,,,
,,,,,,
41.0,667.0,3.0,0.614,,,
41.5,679.0,3.1,0.625,,,
42.0,691.0,3.2,0.629,,,
42.5,704.0,3.3,0.64,,,
,,,,,,
,,,,,,
44.0,742.0,3.6,0.646,,,
44.5,756.0,3.7,0.661,,,
45.0,768.0,3.8,0.665,,,
45.5,781.0,3.9,0.673,,,
,,,,,,
,,,,,,
47.0,823.0,4.2,0.688,,,
47.5,836.0,4.3,0.692,,,
48.0,849.0,4.4,0.703,,,
48.5,863.0,4.5,0.714,,,
49.0,876.0,4.7,0.718,,,
,,,,,,
,,,,,,
,,,,,,
51.0,931.0,5.1,0.726,,,
51.5,942.0,5.2,0.726,,,
52.0,951.0,5.4,0.715,,,
52.5,959.0,5.5,0.7,,,
53.0,967.0,5.6,0.685,,,
53.5,975.0,5.7,0.666,,,
54.0,983.0,5.9,0.648,,,
54.5,991.0,6.0,0.626,,,
55.0,998.0,6.1,0.607,,,
,,,,,,
,,,,,,
56.5,1022.0,6.5,0.588,,,
,,,,,,
57.5,1039.0,6.7,0.567,,,
,,,,,,
58.5,1055.0,7.0,0.548,,,
59.0,1063.0,7.1,0.53,,,
59.5,1072.0,7.2,0.511,,,
60.0,1081.0,7.4,0.496,,,
60.5,1091.0,7.5,0.481,,,
61.0,1103.0,7.6,0.485,,,
61.5,1118.0,7.8,0.508,,,
62.0,1133.0,7.9,0.534,,,
62.5,1148.0,8.0,0.561,,,
,,,,,,
63.5,1181.0,8.4,0.593,,,
64.0,1197.0,8.5,0.623,,,
,,,,,,
,,,,,,
,,,,,,
66.0,1265.0,9.1,0.657,,,
66.5,1282.0,9.2,0.695,,,
67.0,1299.0,9.4,0.729,,,
67.5,1317.0,9.5,0.765,,,
,,,,,,
68.5,1353.0,9.9,0.802,,,
69.0,1370.0,10.0,0.836,,,
69.5,1388.0,10.2,0.87,,,
70.0,1407.0,10.3,0.908,,,
70.5,1425.0,10.5,0.938,,,
71.0,1445.0,10.7,0.968,,,
71.5,1462.0,10.8,0.976,,,
72.0,1481.0,11.0,0.991,,,
72.5,1499.0,11.2,1.002,,,
73.0,1519.0,11.3,1.016,,,
73.5,1539.0,11.5,1.031,,,
74.0,1558.0,11.7,1.038,,,
74.5,1579.0,11.9,1.053,,,
75.0,1599.0,12.0,1.065,,,
75.5,1619.0,12.2,1.072,,,
76.0,1639.0,12.4,1.08,,,
76.5,1659.0,12.6,1.091,,,
77.0,1679.0,12.8,1.099,,,
77.5,1700.0,12.9,1.106,,,
78.0,1721.0,13.1,1.118,,,
78.5,1742.0,13.3,1.121,,,
79.0,1763.0,13.5,1.136,,,
79.5,1785.0,13.7,1.148,,,
80.0,1805.0,13.9,1.155,,,
80.5,1825.0,14.0,1.155,,,
81.0,1847.0,14.3,1.163,,,
81.5,1870.0,14.5,1.178,,,
82.0,1892.0,14.7,1.182,,,
82.5,1914.0,14.9,1.189,,,
83.0,1938.0,15.0,1.204,,,
83.5,1963.0,15.3,1.223,,,
84.0,1988.0,15.5,1.242,,,
84.5,2010.0,15.7,1.25,,,
85.0,2035.0,16.0,1.265,,,
85.5,2060.0,16.2,1.28,,,
