t,v1,h1,a1,v2,h2,a2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,3.0,-0.0,,,,
3.5,6.0,-0.0,,,,
4.0,6.0,-0.0,,,,
4.5,7.0,-0.0,,,,
,,,,,,
5.5,16.0,-0.0,,,,
6.0,23.0,-0.0,,,,
,,,,,,
7.0,35.0,0.0,,,,
7.5,42.0,0.0,,,,
8.0,48.0,0.0,,,,
8.5,54.0,0.0,,,,
9.0,61.0,0.0,,,,
9.5,68.0,0.0,,,,
10.0,75.0,0.0,,,,
10.5,82.0,0.0,,,,
11.0,89.0,0.0,0.285,,,
11.5,96.0,0.0,0.311,,,
,,,,,,
,,,,,,
,,,,,,
13.5,125.0,0.1,0.328,,,
14.0,132.0,0.1,0.354,,,
14.5,141.0,0.1,0.384,,,
,,,,,,
,,,,,,
16.0,163.0,0.2,0.395,,,
16.5,171.0,0.2,0.399,,,
,,,,,,
17.5,187.0,0.3,0.406,,,
18.0,195.0,0.3,0.41,,,
18.5,203.0,0.3,0.418,,,
,,,,,,
,,,,,,
20.0,228.0,0.4,0.426,,,
,,,,,,
21.0,245.0,0.5,0.432,,,
21.5,253.0,0.5,0.436,,,
,,,,,,
22.5,271.0,0.6,0.443,,,
,,,,,,
23.5,289.0,0.7,0.451,,,
24.0,298.0,0.7,0.458,,,
,,,,,,
,,,,,,
25.5,324.0,0.9,0.465,,,
26.0,333.0,0.9,0.471,,,
,,,,,,
27.0,351.0,1.0,0.479,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,408.0,1.3,0.481,,,
30.5,418.0,1.4,0.491,,,
31.0,427.0,1.4,0.495,,,
,,,,,,
32.0,447.0,1.6,0.502,,,
32.5,457.0,1.6,0.51,,,
33.0,468.0,1.7,0.521,,,
33.5,478.0,1.7,0.527,,,
,,,,,,
,,,,,,
35.0,509.0,2.0,0.534,,,
35.5,520.0,2.0,0.546,,,
36.0,531.0,2.1,0.553,,,
36.5,542.0,2.2,0.561,,,
37.0,552.0,2.2,0.564,,,
37.5,563.0,2.3,0.573,,,
38.0,574.0,2.4,0.581,,,
38.5,585.0,2.5,0.588,,,
39.0,597.0,2.6,0.598,,,
39.5,607.0,2.6,0.598,,,
40.0,618.0,2.7,0.605,,,
40.5,630.0,2.8,0.613,,,
,,,,,,
41.5,653.0,3.0,0.619,,,
42.0,665.0,3.1,0.622,,,
,,,,,,
43.0,689.0,3.3,0.63,,,
43.5,702.0,3.4,0.64,,,
44.0,713.0,3.5,0.64,,,
44.5,726.0,3.6,0.647,,,
45.0,738.0,3.7,0.651,,,
45.5,751.0,3.8,0.663,,,
46.0,762.0,3.9,0.663,,,
,,,,,,
47.0,788.0,4.1,0.67,,,
,,,,,,
,,,,,,
48.5,827.0,4.4,0.678,,,
49.0,840.0,4.5,0.681,,,
49.5,854.0,4.7,0.697,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
52.0,913.0,5.3,0.7,,,
52.5,921.0,5.4,0.684,,,
53.0,929.0,5.5,0.671,,,
,,,,,,
54.0,945.0,5.8,0.656,,,
,,,,,,
55.0,958.0,6.0,0.635,,,
,,,,,,
,,,,,,
