t,v1,h1,a1,v2,h2,a2
0.5,0.0,-0.0,,,,
1.0,1.0,-0.0,,,,
1.5,0.0,-0.0,,,,
2.0,0.0,-0.0,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.5,10.0,-0.0,,,,
5.0,16.0,-0.0,,,,
5.5,2.0,0.0,,,,
6.0,26.0,0.0,,,,
6.5,32.0,0.0,,,,
7.0,37.0,0.0,,,,
7.5,44.0,0.0,,,,
8.0,51.0,0.0,,,,
8.5,58.0,0.0,,,,
9.0,64.0,0.0,,,,
9.5,72.0,0.0,0.242,,,
10.0,79.0,0.0,0.268,,,
10.5,86.0,0.0,0.291,,,
11.0,2.0,0.0,-0.023,,,
,,,,,,
,,,,,,
,,,,,,
13.0,122.0,0.1,0.091,,,
,,,,,,
14.0,137.0,0.1,0.111,,,
,,,,,,
,,,,,,
15.5,161.0,0.2,0.119,,,
16.0,169.0,0.2,0.202,,,
,,,,,,
17.0,185.0,0.3,0.142,,,
17.5,193.0,0.3,0.149,,,
18.0,202.0,0.3,0.164,,,
,,,,,,
19.0,218.0,0.4,0.168,,,
19.5,226.0,0.4,0.172,,,
,,,,,,
20.5,243.0,0.5,0.177,,,
21.0,252.0,0.5,0.189,,,
,,,,,,
22.0,270.0,0.6,0.193,,,
,,,,,,
23.0,286.0,0.7,0.196,,,
23.5,294.0,0.7,0.2,,,
,,,,,,
24.5,312.0,0.8,0.551,,,
25.0,322.0,0.8,0.476,,,
,,,,,,
26.0,341.0,0.9,0.483,,,
,,,,,,
27.0,360.0,1.0,0.489,,,
27.5,369.0,1.1,0.493,,,
28.0,378.0,1.1,0.496,,,
28.5,386.0,1.2,0.496,,,
,,,,,,
29.5,406.0,1.3,0.5,,,
30.0,416.0,1.4,0.508,,,
30.5,426.0,1.4,0.515,,,
31.0,436.0,1.5,0.521,,,
31.5,446.0,1.6,0.525,,,
32.0,457.0,1.6,0.532,,,
32.5,467.0,1.7,0.54,,,
33.0,477.0,1.7,0.547,,,
,,,,,,
,,,,,,
34.5,507.0,1.9,0.551,,,
35.0,519.0,2.0,0.559,,,
,,,,,,
36.0,540.0,2.2,0.563,,,
36.5,551.0,2.2,0.568,,,
37.0,562.0,2.3,0.576,,,
37.5,574.0,2.4,0.587,,,
38.0,585.0,2.5,0.598,,,
38.5,596.0,2.6,0.602,,,
39.0,608.0,2.6,0.61,,,
39.5,621.0,2.7,0.621,,,
,,,,,,
40.5,643.0,2.9,0.625,,,
41.0,654.0,3.0,0.629,,,
41.5,668.0,3.1,0.64,,,
42.0,678.0,3.2,0.64,,,
42.5,691.0,3.3,0.651,,,
,,,,,,
43.5,715.0,3.5,0.659,,,
44.0,729.0,3.6,0.666,,,
,,,,,,
45.0,754.0,3.8,0.674,,,
45.5,767.0,3.9,0.681,,,
46.0,780.0,4.0,0.689,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
51.5,926.0,5.2,0.694,,,
52.0,939.0,5.3,0.701,,,
52.5,953.0,5.5,0.713,,,
,,,,,,
53.5,978.0,5.7,0.715,,,
,,,,,,
54.5,1002.0,6.0,0.711,,,
55.0,1013.0,6.2,0.711,,,
55.5,1023.0,6.3,0.707,,,
56.0,1033.0,6.4,0.692,,,
56.5,1042.0,6.5,0.688,,,
57.0,1051.0,6.7,0.673,,,
,,,,,,
58.0,1068.0,7.0,0.66,,,
58.5,1076.0,7.1,0.637,,,
59.0,1086.0,7.2,0.628,,,
59.5,1093.0,7.4,0.605,,,
60.0,1102.0,7.5,0.59,,,
60.5,1110.0,7.6,0.57,,,
61.0,1120.0,7.8,0.559,,,
,,,,,,
62.0,1136.0,8.0,0.536,,,
62.5,1145.0,8.1,0.523,,,
63.0,1159.0,8.3,0.53,,,
63.5,1170.0,8.4,0.53,,,
64.0,1186.0,8.6,0.553,,,
64.5,1200.0,8.7,0.568,,,
,,,,,,
,,,,,,
66.0,1249.0,9.2,0.596,,,
66.5,1267.0,9.4,0.63,,,
67.0,1284.0,9.5,0.662,,,
67.5,1302.0,9.7,0.7,,,
68.0,1319.0,9.8,0.726,,,
68.5,1338.0,10.0,0.771,,,
69.0,1355.0,10.1,0.802,,,
69.5,1374.0,10.3,0.843,,,
70.0,1391.0,10.5,0.87,,,
70.5,1410.0,10.7,0.911,,,
71.0,1427.0,10.8,0.941,,,
,,,,,,
72.0,1463.0,11.1,0.956,,,
72.5,1483.0,11.3,0.99,,,
73.0,1502.0,11.5,1.002,,,
73.5,1521.0,11.7,1.021,,,
74.0,1540.0,11.8,1.031,,,
74.5,1559.0,12.0,1.034,,,
75.0,1578.0,12.2,1.042,,,
75.5,1599.0,12.4,1.053,,,
76.0,1618.0,12.5,1.061,,,
76.5,1638.0,12.8,1.065,,,
,,,,,,
77.5,1681.0,13.1,1.082,,,
78.0,1699.0,13.3,1.078,,,
78.5,1721.0,13.5,1.097,,,
79.0,1741.0,13.7,1.101,,,
79.5,1765.0,13.9,1.127,,,
80.0,1784.0,14.0,1.131,,,
,,,,,,
81.0,1827.0,14.4,1.136,,,
81.5,1851.0,14.7,1.155,,,
,,,,,,
82.5,1894.0,15.1,1.165,,,
83.0,1916.0,15.2,1.176,,,
83.5,1940.0,15.5,1.195,,,
84.0,1962.0,15.6,1.206,,,
84.5,1987.0,15.9,1.221,,,
85.0,2012.0,16.0,1.244,,,
85.5,2036.0,16.3,1.259,,,
86.0,2060.0,16.4,1.269,,,
86.5,2084.0,16.7,1.291,,,
,,,,,,
87.5,2133.0,17.1,1.301,,,
88.0,2157.0,17.3,1.316,,,
88.5,2181.0,17.6,1.316,,,
89.0,2209.0,17.8,1.35,,,
89.5,2232.0,18.0,1.355,,,
90.0,2260.0,18.3,1.37,,,
90.5,2283.0,18.5,1.376,,,
91.0,2313.0,18.7,1.406,,,
91.5,2338.0,18.9,1.41,,,
92.0,2367.0,19.2,1.437,,,
92.5,2391.0,19.4,1.433,,,
93.0,2420.0,19.7,1.448,,,
93.5,2446.0,19.8,1.455,,,
94.0,2476.0,20.1,1.478,,,
,,,,,,
95.0,2533.0,20.6,1.495,,,
95.5,2558.0,20.8,1.497,,,
96.0,2589.0,21.1,1.523,,,
96.5,2616.0,21.2,1.535,,,
97.0,2645.0,21.4,1.538,,,
97.5,2674.0,21.7,1.561,,,
98.0,2707.0,22.0,1.58,,,
98.5,2734.0,22.2,1.595,,,
99.0,2766.0,22.5,1.603,,,
99.5,2796.0,22.6,1.622,,,
100.0,2828.0,23.0,1.633,,,
100.5,2857.0,23.1,1.652,,,
101.0,2890.0,23.5,1.667,,,
101.5,2918.0,23.6,1.674,,,
102.0,2950.0,24.0,1.682,,,
102.5,2979.0,24.1,1.684,,,
103.0,3014.0,24.5,1.722,,,
103.5,3043.0,24.7,1.714,,,
104.0,3079.0,25.1,1.748,,,
104.5,3107.0,25.2,1.744,,,
105.0,3142.0,25.5,1.767,,,
105.5,3178.0,25.8,1.778,,,
106.0,3209.0,26.1,1.793,,,
106.5,3244.0,26.2,1.805,,,
,,,,,,
107.5,3394.0,27.6,1.975,,,
108.0,3424.0,27.8,1.967,,,
108.5,3462.0,28.1,2.001,,,
109.0,3493.0,28.3,1.993,,,
109.5,3533.0,28.6,2.039,,,
110.0,3564.0,28.9,2.035,,,
110.5,3603.0,29.1,2.073,,,
111.0,3638.0,29.5,2.073,,,
111.5,3675.0,29.8,2.103,,,
112.0,3707.0,30.1,2.088,,,
,,,,,,
113.0,3787.0,30.7,2.133,,,
113.5,3824.0,30.9,2.141,,,
,,,,,,
114.5,3898.0,31.6,2.144,,,
115.0,3936.0,31.8,2.171,,,
115.5,3975.0,32.1,2.186,,,
116.0,4013.0,32.4,2.046,,,
