t,v1,h1,a1,v2,h2,a2
0.5,1.0,-0.0,,,,
1.0,1.0,-0.0,,,,
1.5,0.0,-0.0,,,,
2.0,2.0,-0.0,,,,
,,,,,,
,,,,,,
3.5,5.0,-0.0,,,,
4.0,5.0,-0.0,,,,
4.5,6.0,-0.0,,,,
5.0,13.0,-0.0,,,,
5.5,16.0,-0.0,,,,
,,,,,,
6.5,27.0,0.0,,,,
7.0,32.0,0.0,,,,
7.5,38.0,0.0,,,,
8.0,45.0,0.0,,,,
8.5,52.0,0.0,,,,
9.0,58.0,0.0,0.187,,,
9.5,66.0,0.0,0.217,,,
10.0,71.0,0.0,0.236,,,
10.5,78.0,0.0,0.266,,,
11.0,85.0,0.0,0.285,,,
11.5,2.0,0.0,-0.032,,,
,,,,,,
,,,,,,
,,,,,,
13.5,121.0,0.1,0.08,,,
,,,,,,
14.5,136.0,0.1,0.105,,,
,,,,,,
,,,,,,
16.0,158.0,0.2,0.106,,,
16.5,166.0,0.2,0.125,,,
,,,,,,
17.5,182.0,0.3,0.134,,,
18.0,189.0,0.3,0.142,,,
18.5,197.0,0.3,0.149,,,
,,,,,,
19.5,214.0,0.4,0.155,,,
20.0,223.0,0.4,0.163,,,
,,,,,,
21.0,238.0,0.5,0.168,,,
21.5,247.0,0.5,0.172,,,
,,,,,,
22.5,264.0,0.6,0.185,,,
23.0,273.0,0.6,0.193,,,
,,,,,,
24.0,290.0,0.7,0.199,,,
24.5,299.0,0.7,0.546,,,
,,,,,,
25.5,316.0,0.8,0.466,,,
,,,,,,
26.5,334.0,0.9,0.471,,,
,,,,,,
27.5,352.0,1.0,0.478,,,
,,,,,,
,,,,,,
29.0,381.0,1.2,0.484,,,
29.5,390.0,1.2,0.488,,,
30.0,400.0,1.3,0.499,,,
30.5,410.0,1.3,0.507,,,
31.0,420.0,1.4,0.512,,,
,,,,,,
,,,,,,
32.5,449.0,1.6,0.515,,,
33.0,459.0,1.7,0.524,,,
33.5,469.0,1.7,0.528,,,
34.0,479.0,1.8,0.534,,,
,,,,,,
35.0,500.0,1.9,0.539,,,
35.5,509.0,2.0,0.541,,,
36.0,521.0,2.1,0.552,,,
36.5,531.0,2.1,0.558,,,
37.0,542.0,2.2,0.566,,,
37.5,553.0,2.3,0.573,,,
38.0,565.0,2.4,0.582,,,
38.5,575.0,2.5,0.586,,,
39.0,587.0,2.5,0.593,,,
39.5,598.0,2.6,0.597,,,
40.0,609.0,2.7,0.601,,,
40.5,621.0,2.7,0.61,,,
41.0,632.0,2.8,0.614,,,
,,,,,,
42.0,656.0,3.0,0.621,,,
42.5,667.0,3.1,0.625,,,
43.0,679.0,3.2,0.63,,,
,,,,,,
44.0,703.0,3.4,0.642,,,
,,,,,,
,,,,,,
,,,,,,
46.0,753.0,3.8,0.644,,,
,,,,,,
47.0,778.0,4.0,0.653,,,
,,,,,,
48.0,806.0,4.2,0.664,,,
48.5,818.0,4.3,0.668,,,
,,,,,,
,,,,,,
50.0,859.0,4.6,0.675,,,
50.5,873.0,4.7,0.69,,,
,,,,,,
,,,,,,
52.0,914.0,5.1,0.696,,,
,,,,,,
53.0,941.0,5.4,0.705,,,
,,,,,,
,,,,,,
54.5,978.0,5.7,0.71,,,
,,,,,,
55.5,1001.0,6.0,0.709,,,
,,,,,,
,,,,,,
57.0,1031.0,6.4,0.705,,,
57.5,1041.0,6.5,0.697,,,
58.0,1050.0,6.7,0.69,,,
58.5,1059.0,6.8,0.678,,,
,,,,,,
59.5,1077.0,7.1,0.667,,,
60.0,1084.0,7.2,0.646,,,
60.5,1094.0,7.3,0.637,,,
61.0,1104.0,7.5,0.622,,,
61.5,1117.0,7.6,0.625,,,
62.0,1129.0,7.8,0.619,,,
62.5,1143.0,7.9,0.619,,,
63.0,1157.0,8.0,0.62,,,
,,,,,,
,,,,,,
64.5,1203.0,8.5,0.627,,,
,,,,,,
,,,,,,
66.0,1251.0,9.0,0.641,,,
,,,,,,
,,,,,,
67.5,1302.0,9.5,0.662,,,
,,,,,,
68.5,1336.0,9.8,0.688,,,
69.0,1354.0,10.0,0.719,,,
,,,,,,
70.0,1386.0,10.3,0.745,,,
70.5,1404.0,10.5,0.779,,,
,,,,,,
71.5,1438.0,10.7,0.809,,,
72.0,1458.0,11.0,0.858,,,
72.5,1475.0,11.1,0.885,,,
73.0,1493.0,11.3,0.915,,,
73.5,1512.0,11.5,0.938,,,
74.0,1530.0,11.7,0.96,,,
74.5,1548.0,11.9,0.975,,,
75.0,1567.0,12.0,0.994,,,
75.5,1586.0,12.2,1.008,,,
76.0,1604.0,12.3,1.016,,,
,,,,,,
77.0,1641.0,12.8,1.021,,,
77.5,1661.0,13.0,1.033,,,
78.0,1681.0,13.1,1.04,,,
78.5,1701.0,13.3,1.055,,,
79.0,1722.0,13.6,1.067,,,
79.5,1741.0,13.8,1.074,,,
80.0,1761.0,13.9,1.074,,,
80.5,1783.0,14.2,1.093,,,
81.0,1804.0,14.4,1.104,,,
,,,,,,
82.0,1847.0,14.7,1.114,,,
,,,,,,
83.0,1889.0,15.1,1.125,,,
83.5,1911.0,15.3,1.14,,,
84.0,1933.0,15.5,1.152,,,
84.5,1956.0,15.7,1.167,,,
85.0,1977.0,16.0,1.178,,,
85.5,2000.0,16.2,1.195,,,
86.0,2023.0,16.4,1.206,,,
86.5,2048.0,16.6,1.225,,,
87.0,2070.0,16.8,1.233,,,
87.5,2091.0,17.1,1.233,,,
88.0,2116.0,17.3,1.255,,,
88.5,2140.0,17.5,1.27,,,
89.0,2164.0,17.7,1.278,,,
89.5,2189.0,18.0,1.293,,,
90.0,2213.0,18.2,1.303,,,
90.5,2238.0,18.4,1.318,,,
91.0,2262.0,18.6,1.325,,,
91.5,2287.0,18.9,1.337,,,
92.0,2313.0,19.1,1.348,,,
92.5,2339.0,19.3,1.367,,,
93.0,2365.0,19.6,1.378,,,
93.5,2391.0,19.8,1.389,,,
94.0,2417.0,20.1,1.393,,,
94.5,2444.0,20.3,1.412,,,
,,,,,,
95.5,2498.0,20.8,1.435,,,
96.0,2525.0,21.1,1.442,,,
96.5,2554.0,21.3,1.461,,,
97.0,2583.0,21.6,1.48,,,
97.5,2611.0,21.8,1.491,,,
98.0,2639.0,22.1,1.506,,,
98.5,2668.0,22.4,1.522,,,
99.0,2696.0,22.6,1.537,,,
99.5,2725.0,22.9,1.552,,,
100.0,2752.0,23.0,1.555,,,
100.5,2783.0,23.4,1.574,,,
101.0,2816.0,23.6,1.601,,,
101.5,2846.0,23.9,1.616,,,
102.0,2876.0,24.2,1.631,,,
102.5,2907.0,24.5,1.646,,,
103.0,2938.0,24.7,1.661,,,
,,,,,,
104.0,2996.0,25.1,1.669,,,
104.5,3025.0,25.5,1.669,,,
105.0,3061.0,25.7,1.695,,,
105.5,3092.0,26.0,1.706,,,
106.0,3126.0,26.3,1.729,,,
106.5,3157.0,26.5,1.737,,,
107.0,3195.0,26.9,1.774,,,
107.5,3227.0,27.2,1.786,,,
108.0,3260.0,27.4,1.808,,,
108.5,3294.0,27.7,1.82,,,
109.0,3327.0,28.0,1.82,,,
109.5,3361.0,28.3,1.835,,,
110.0,3396.0,28.6,1.854,,,
110.5,3429.0,28.8,1.861,,,
111.0,3463.0,29.1,1.873,,,
111.5,3499.0,29.4,1.899,,,
112.0,3534.0,29.7,1.922,,,
112.5,3568.0,30.0,1.914,,,
113.0,3607.0,30.5,1.944,,,
113.5,3639.0,30.6,1.937,,,
114.0,3677.0,31.0,1.963,,,
114.5,3712.0,31.2,1.952,,,
