t,v1,h1,a1,v2,h2,a2
,,,,,,
1.0,1.0,-0.0,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,4.0,-0.0,,,,
3.5,6.0,-0.0,,,,
4.0,7.0,-0.0,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6.5,32.0,0.0,,,,
7.0,38.0,0.0,,,,
7.5,42.0,0.0,,,,
8.0,48.0,0.0,,,,
8.5,55.0,0.0,,,,
9.0,62.0,0.0,,,,
9.5,68.0,0.0,,,,
10.0,74.0,0.0,,,,
10.5,81.0,0.0,,,,
11.0,89.0,0.0,,,,
,,,,,,
,,,,,,
,,,,,,
13.0,118.0,0.1,0.276,,,
13.5,125.0,0.1,0.302,,,
14.0,132.0,0.1,0.326,,,
,,,,,,
,,,,,,
,,,,,,
16.0,163.0,0.2,0.347,,,
16.5,170.0,0.2,0.37,,,
,,,,,,
,,,,,,
18.0,194.0,0.3,0.381,,,
,,,,,,
19.0,209.0,0.4,0.387,,,
19.5,217.0,0.4,0.402,,,
20.0,225.0,0.4,0.41,,,
,,,,,,
21.0,241.0,0.5,0.413,,,
,,,,,,
22.0,258.0,0.6,0.419,,,
22.5,267.0,0.6,0.43,,,
,,,,,,
23.5,285.0,0.7,0.442,,,
24.0,293.0,0.7,0.446,,,
,,,,,,
,,,,,,
,,,,,,
26.0,327.0,0.9,0.447,,,
,,,,,,
27.0,347.0,1.0,0.458,,,
,,,,,,
,,,,,,
28.5,374.0,1.0,0.465,,,
,,,,,,
29.5,392.0,1.2,0.473,,,
30.0,403.0,1.3,0.485,,,
30.5,411.0,1.3,0.489,,,
31.0,422.0,1.4,0.5,,,
,,,,,,
32.0,442.0,1.5,0.51,,,
32.5,451.0,1.6,0.513,,,
33.0,461.0,1.7,0.521,,,
33.5,472.0,1.7,0.532,,,
,,,,,,
34.5,492.0,1.9,0.538,,,
35.0,503.0,1.9,0.546,,,
35.5,514.0,2.0,0.553,,,
36.0,525.0,2.1,0.564,,,
36.5,535.0,2.1,0.57,,,
37.0,545.0,2.2,0.57,,,
37.5,556.0,2.3,0.578,,,
38.0,567.0,2.4,0.585,,,
,,,,,,
39.0,589.0,2.5,0.585,,,
39.5,601.0,2.6,0.6,,,
40.0,612.0,2.7,0.6,,,
,,,,,,
,,,,,,
41.5,646.0,3.0,0.605,,,
42.0,658.0,3.0,0.617,,,
,,,,,,
43.0,681.0,3.2,0.622,,,
43.5,692.0,3.3,0.622,,,
,,,,,,
,,,,,,
,,,,,,
45.5,743.0,3.7,0.633,,,
46.0,756.0,3.8,0.64,,,
46.5,768.0,3.9,0.644,,,
,,,,,,
,,,,,,
,,,,,,
48.5,819.0,4.3,0.651,,,
49.0,833.0,4.5,0.666,,,
,,,,,,
50.0,859.0,4.7,0.677,,,
,,,,,,
,,,,,,
,,,,,,
