t,v,h
60.0,,
60.167,,
60.333,,
60.5,,
60.667,,
60.833,1548.0,10.0
61.0,,
61.167,,
61.333,,
61.5,,
61.667,,
61.833,1620.0,1.0
62.0,1656.0,1.0
62.167,,
62.333,,
62.5,,
62.667,,
62.833,,
63.0,1692.0,1.0
63.167,,
63.333,1692.0,1.0
63.5,,
63.667,,
63.833,,
64.0,1728.0,12.0
64.167,1728.0,12.0
64.333,1728.0,12.0
64.5,1728.0,12.0
64.667,1728.0,12.0
64.833,1728.0,12.0
65.0,,
65.167,,
65.333,,
65.5,,
65.667,,
65.833,,
66.0,1836.0,13.0
66.167,1836.0,13.0
66.333,1836.0,13.0
66.5,1836.0,13.0
66.667,1836.0,13.0
66.833,1836.0,13.0
67.0,,
67.167,1872.0,13.0
67.333,1872.0,13.0
67.5,,
67.667,,
67.833,,
68.0,1944.0,13.0
68.167,1944.0,13.0
68.333,1944.0,13.0
68.5,1944.0,13.0
68.667,1944.0,13.0
68.833,1944.0,13.0
69.0,1980.0,14.0
69.167,1980.0,14.0
69.333,1980.0,14.0
69.5,1980.0,14.0
69.667,1980.0,14.0
69.833,1980.0,14.0
70.0,1908.0,14.0
70.167,2052.0,14.0
70.333,2052.0,14.0
70.5,2052.0,14.0
70.667,2052.0,14.0
70.833,2052.0,14.0
71.0,,
71.167,,
71.333,,
71.5,2088.0,15.0
71.667,2088.0,15.0
71.833,2088.0,15.0
72.0,2088.0,15.0
72.167,,
72.333,,
72.5,2160.0,15.0
72.667,2160.0,15.0
72.833,,
73.0,2160.0,15.0
73.167,2196.0,16.0
73.333,2196.0,16.0
73.5,2196.0,16.0
73.667,2196.0,16.0
73.833,2196.0,16.0
74.0,2268.0,16.0
74.167,2268.0,16.0
74.333,2268.0,16.0
74.5,2268.0,16.0
74.667,2268.0,16.0
74.833,2268.0,16.0
75.0,2304.0,17.0
75.167,2304.0,17.0
75.333,2304.0,17.0
75.5,2304.0,17.0
75.667,2304.0,17.0
75.833,2304.0,17.0
76.0,,
76.167,,
76.333,,
76.5,,
76.667,,
76.833,,
77.0,,
77.167,,
77.333,,
77.5,,
77.667,,
77.833,,
78.0,,
78.167,,
78.333,,
78.5,,
78.667,,
78.833,,
79.0,,
79.167,2556.0,19.0
79.333,2556.0,19.0
79.5,2556.0,19.0
79.667,2556.0,19.0
79.833,2556.0,19.0
80.0,2772.0,19.0
80.167,2628.0,19.0
80.333,2628.0,19.0
80.5,2628.0,19.0
80.667,2628.0,19.0
80.833,2628.0,19.0
81.0,2628.0,19.0
81.167,,
81.333,,
81.5,,
81.667,2700.0,20.0
81.833,,
82.0,,
82.167,,
82.333,,
82.5,,
82.667,,
82.833,,
83.0,2844.0,21.0
83.167,2844.0,21.0
83.333,2844.0,21.0
83.5,2844.0,21.0
83.667,2844.0,21.0
83.833,2844.0,21.0
84.0,,
84.167,,
84.333,,
84.5,,
84.667,,
84.833,,
85.0,,
85.167,3024.0,22.0
85.333,,
85.5,3024.0,22.0
85.667,,
85.833,,
86.0,3096.0,22.0
86.167,3096.0,23.0
86.333,3096.0,23.0
86.5,3096.0,23.0
86.667,3096.0,23.0
86.833,3096.0,23.0
87.0,3096.0,23.0
87.167,3168.0,23.0
87.333,3168.0,23.0
87.5,3168.0,23.0
87.667,3168.0,23.0
87.833,3168.0,23.0
88.0,3096.0,23.0
88.167,,
88.333,,
88.5,3240.0,24.0
88.667,,
88.833,,
89.0,3528.0,24.0
89.167,3348.0,24.0
89.333,3348.0,24.0
89.5,3348.0,24.0
89.667,3348.0,24.0
89.833,3348.0,24.0
90.0,3420.0,25.0
90.167,3420.0,25.0
90.333,3420.0,25.0
90.5,3420.0,25.0
90.667,3420.0,25.0
90.833,3420.0,25.0
91.0,3528.0,26.0
91.167,3528.0,26.0
91.333,3528.0,26.0
91.5,3528.0,26.0
91.667,3528.0,26.0
91.833,3528.0,26.0
92.0,3600.0,26.0
92.167,3600.0,26.0
92.333,3600.0,26.0
92.5,3600.0,26.0
92.667,3600.0,26.0
92.833,3600.0,26.0
93.0,3708.0,27.0
93.167,3708.0,27.0
93.333,3708.0,27.0
93.5,3708.0,27.0
93.667,3708.0,27.0
93.833,3708.0,27.0
94.0,3780.0,238.0
94.167,3780.0,28.0
94.333,3780.0,28.0
94.5,3780.0,28.0
94.667,3780.0,28.0
94.833,3780.0,28.0
95.0,3888.0,28.0
95.167,3888.0,28.0
95.333,3888.0,28.0
95.5,3888.0,28.0
95.667,3888.0,28.0
95.833,3888.0,28.0
96.0,3996.0,29.0
96.167,,
96.333,,
96.5,,
96.667,,
96.833,,
97.0,,
97.167,,
97.333,,
97.5,,
97.667,,
97.833,,
98.0,,
98.167,,
98.333,,
98.5,,
98.667,,
98.833,,
99.0,4284.0,31.0
99.167,4284.0,31.0
99.333,4284.0,31.0
99.5,4284.0,31.0
99.667,4284.0,31.0
99.833,4284.0,31.0
100.0,,
100.167,,
100.333,,
100.5,,
100.667,,
100.833,,
101.0,4500.0,33.0
101.167,,
101.333,4500.0,33.0
101.5,,
101.667,,
101.833,4500.0,33.0
102.0,4644.0,33.0
102.167,4644.0,33.0
102.333,4644.0,33.0
102.5,4644.0,33.0
102.667,4644.0,33.0
102.833,,
103.0,,
103.167,,
103.333,,
103.5,,
103.667,,
103.833,,
104.0,,
104.167,,
104.333,4860.0,35.0
104.5,,
104.667,,
104.833,,
105.0,,
105.167,,
105.333,,
105.5,,
105.667,,
105.833,,
106.0,,
106.167,,
106.333,,
106.5,,
106.667,,
106.833,,
107.0,,
107.167,,
107.333,,
107.5,,
107.667,,
107.833,,
108.0,,
108.167,,
108.333,5328.0,38.0
108.5,,
108.667,,
108.833,,
109.0,,
109.167,,
109.333,,
109.5,,
109.667,,
109.833,,
110.0,,
110.167,5616.0,40.0
110.333,,
110.5,5616.0,40.0
110.667,5616.0,40.0
110.833,5616.0,40.0
111.0,5724.0,41.0
111.167,5724.0,41.0
111.333,,
111.5,5724.0,41.0
111.667,,
111.833,5724.0,41.0
112.0,5868.0,42.0
112.167,5868.0,42.0
112.333,5868.0,42.0
112.5,5868.0,42.0
112.667,5868.0,42.0
112.833,5868.0,42.0
113.0,6012.0,43.0
113.167,6012.0,43.0
113.333,6012.0,43.0
113.5,6012.0,43.0
113.667,6012.0,43.0
113.833,6012.0,43.0
114.0,6120.0,44.0
114.167,6120.0,44.0
114.333,6120.0,44.0
114.5,6120.0,44.0
114.667,6120.0,44.0
114.833,6120.0,44.0
115.0,6264.0,4.0
115.167,6264.0,4.0
115.333,6264.0,45.0
115.5,6264.0,45.0
115.667,6264.0,4.0
115.833,6264.0,4.0
116.0,6372.0,46.0
116.167,6372.0,46.0
116.333,6372.0,46.0
116.5,6372.0,46.0
116.667,6372.0,46.0
116.833,6372.0,46.0
117.0,6480.0,47.0
117.167,6480.0,47.0
117.333,6480.0,47.0
117.5,6480.0,47.0
117.667,6480.0,47.0
117.833,6480.0,47.0
118.0,6588.0,48.0
118.167,6588.0,48.0
118.333,6588.0,48.0
118.5,6588.0,48.0
118.667,6588.0,48.0
118.833,6588.0,48.0
119.0,6696.0,49.0
119.167,,
119.333,,
119.5,,
119.667,,
119.833,,
120.0,,
120.167,,
120.333,,
120.5,,
120.667,6768.0,50.0
120.833,6768.0,50.0
121.0,6840.0,51.0
121.167,6840.0,51.0
121.333,6840.0,51.0
121.5,6840.0,51.0
121.667,6840.0,51.0
121.833,6840.0,51.0
122.0,6948.0,52.0
122.167,6948.0,52.0
122.333,6948.0,52.0
122.5,6948.0,52.0
122.667,6948.0,52.0
122.833,6948.0,52.0
123.0,,
123.167,,
123.333,,
123.5,,
123.667,,
123.833,,
124.0,,
124.167,7056.0,54.0
124.333,7056.0,54.0
124.5,7056.0,54.0
124.667,7056.0,54.0
124.833,7056.0,54.0
125.0,7092.0,55.0
125.167,7092.0,55.0
125.333,7092.0,55.0
125.5,7092.0,55.0
125.667,7092.0,55.0
125.833,7092.0,55.0
126.0,7128.0,56.0
126.167,7128.0,56.0
126.333,7128.0,56.0
126.5,7128.0,56.0
126.667,7128.0,56.0
126.833,7128.0,56.0
127.0,7164.0,57.0
127.167,7164.0,57.0
127.333,7164.0,57.0
127.5,7164.0,57.0
127.667,7164.0,57.0
127.833,7164.0,57.0
128.0,7200.0,58.0
128.167,7200.0,58.0
128.333,7200.0,58.0
128.5,7200.0,58.0
128.667,7200.0,58.0
128.833,7200.0,58.0
129.0,7200.0,59.0
129.167,7200.0,59.0
129.333,7200.0,59.0
129.5,7200.0,59.0
129.667,7200.0,59.0
129.833,7200.0,59.0
130.0,7236.0,60.0
130.167,,
130.333,7236.0,60.0
130.5,7236.0,60.0
130.667,7236.0,60.0
130.833,7236.0,60.0
131.0,7236.0,61.0
131.167,7236.0,61.0
131.333,7236.0,61.0
131.5,7236.0,61.0
131.667,7236.0,61.0
131.833,7236.0,61.0
132.0,7272.0,62.0
132.167,7272.0,62.0
132.333,7272.0,62.0
132.5,7272.0,62.0
132.667,7272.0,62.0
132.833,7272.0,62.0
133.0,7272.0,63.0
133.167,7272.0,63.0
133.333,7272.0,3.0
133.5,7272.0,63.0
133.667,7272.0,63.0
133.833,7272.0,63.0
134.0,7272.0,64.0
134.167,7272.0,64.0
134.333,7272.0,64.0
134.5,7272.0,64.0
134.667,7272.0,64.0
134.833,7272.0,64.0
135.0,7308.0,65.0
135.167,7308.0,3.0
135.333,7308.0,65.0
135.5,7308.0,65.0
135.667,7308.0,65.0
135.833,7308.0,65.0
136.0,7308.0,66.0
136.167,7308.0,66.0
136.333,7308.0,66.0
136.5,7308.0,66.0
136.667,7308.0,66.0
136.833,7308.0,66.0
137.0,7308.0,67.0
137.167,7308.0,67.0
137.333,,
137.5,,
137.667,,
137.833,,
138.0,7308.0,68.0
138.167,7308.0,68.0
138.333,7308.0,68.0
138.5,7308.0,68.0
138.667,7308.0,68.0
138.833,7308.0,68.0
139.0,7308.0,69.0
139.167,7308.0,69.0
139.333,7308.0,69.0
139.5,7308.0,69.0
139.667,7308.0,69.0
139.833,7308.0,69.0
140.0,7344.0,70.0
140.167,7344.0,70.0
140.333,7344.0,70.0
140.5,7344.0,70.0
140.667,7344.0,70.0
140.833,7344.0,70.0
141.0,7344.0,71.0
141.167,7344.0,71.0
141.333,7344.0,71.0
141.5,7344.0,71.0
141.667,7344.0,71.0
141.833,7344.0,71.0
142.0,7344.0,72.0
142.167,7344.0,72.0
142.333,7344.0,72.0
142.5,7344.0,72.0
142.667,7344.0,72.0
142.833,7344.0,72.0
143.0,,
143.167,,
143.333,,
143.5,,
143.667,,
143.833,,
144.0,7380.0,74.0
144.167,7380.0,74.0
144.333,7380.0,74.0
144.5,7380.0,74.0
144.667,7380.0,74.0
144.833,7380.0,74.0
145.0,7380.0,74.0
145.167,7380.0,74.0
145.333,7380.0,74.0
145.5,7380.0,74.0
145.667,7380.0,74.0
145.833,7380.0,74.0
146.0,7416.0,75.0
146.167,7416.0,75.0
146.333,7416.0,75.0
146.5,7416.0,75.0
146.667,7416.0,75.0
146.833,7416.0,75.0
147.0,,
147.167,,
147.333,,
147.5,,
147.667,,
147.833,,
148.0,7416.0,77.0
148.167,7416.0,77.0
148.333,7416.0,77.0
148.5,7416.0,77.0
148.667,7416.0,77.0
148.833,7416.0,77.0
149.0,7452.0,78.0
149.167,7452.0,78.0
149.333,7452.0,78.0
149.5,7452.0,78.0
149.667,7452.0,78.0
149.833,7452.0,78.0
150.0,7452.0,79.0
150.167,7452.0,79.0
150.333,7452.0,79.0
150.5,7452.0,79.0
150.667,7452.0,79.0
150.833,7452.0,79.0
151.0,7488.0,80.0
151.167,7488.0,80.0
151.333,7488.0,80.0
151.5,7488.0,80.0
151.667,7488.0,80.0
151.833,7488.0,80.0
152.0,7488.0,1.0
152.167,7488.0,1.0
152.333,7488.0,1.0
152.5,7488.0,1.0
152.667,7488.0,1.0
152.833,7488.0,1.0
153.0,7488.0,82.0
153.167,7488.0,82.0
153.333,7488.0,82.0
153.5,7488.0,82.0
153.667,7488.0,82.0
153.833,7488.0,82.0
154.0,7524.0,83.0
154.167,7524.0,83.0
154.333,7524.0,83.0
154.5,7524.0,83.0
154.667,7524.0,83.0
154.833,7524.0,83.0
155.0,7524.0,84.0
155.167,7524.0,84.0
155.333,7524.0,84.0
155.5,7524.0,84.0
155.667,7524.0,84.0
155.833,7524.0,84.0
156.0,7524.0,84.0
156.167,7524.0,84.0
156.333,7524.0,84.0
156.5,7524.0,84.0
156.667,7524.0,84.0
156.833,7524.0,84.0
157.0,7560.0,85.0
157.167,7560.0,85.0
157.333,7560.0,85.0
157.5,7560.0,85.0
157.667,7560.0,85.0
157.833,7560.0,85.0
158.0,,
158.167,7560.0,86.0
158.333,7560.0,86.0
158.5,7560.0,86.0
158.667,7560.0,86.0
158.833,7560.0,86.0
159.0,7596.0,87.0
159.167,7596.0,87.0
159.333,7596.0,87.0
159.5,7596.0,87.0
159.667,7596.0,87.0
159.833,7596.0,87.0
160.0,,
160.167,,
160.333,,
160.5,,
160.667,7596.0,8.0
160.833,7596.0,3.0
161.0,7596.0,89.0
161.167,7596.0,89.0
161.333,7596.0,89.0
161.5,7596.0,89.0
161.667,7596.0,89.0
161.833,7596.0,89.0
162.0,7632.0,20.0
162.167,7632.0,20.0
162.333,7632.0,90.0
162.5,7632.0,20.0
162.667,7632.0,20.0
162.833,7632.0,20.0
163.0,7632.0,91.0
163.167,7632.0,91.0
163.333,7632.0,91.0
163.5,7632.0,91.0
163.667,7632.0,91.0
163.833,7632.0,91.0
164.0,7668.0,91.0
164.167,7668.0,1.0
164.333,7668.0,1.0
164.5,7668.0,91.0
164.667,7668.0,91.0
164.833,7668.0,91.0
165.0,7668.0,22.0
165.167,7668.0,92.0
165.333,7668.0,92.0
165.5,7668.0,92.0
165.667,7668.0,92.0
165.833,7668.0,92.0
166.0,7704.0,93.0
166.167,7704.0,93.0
166.333,7704.0,93.0
166.5,7704.0,93.0
166.667,7704.0,93.0
166.833,7704.0,93.0
167.0,7704.0,94.0
167.167,7704.0,94.0
167.333,7704.0,94.0
167.5,7704.0,94.0
167.667,7704.0,94.0
167.833,7704.0,94.0
168.0,7704.0,95.0
168.167,7704.0,95.0
168.333,7704.0,95.0
168.5,7704.0,95.0
168.667,7704.0,95.0
168.833,7704.0,95.0
169.0,7740.0,26.0
169.167,7740.0,26.0
169.333,7740.0,96.0
169.5,7740.0,26.0
169.667,7740.0,26.0
169.833,7740.0,26.0
170.0,7740.0,97.0
170.167,7740.0,97.0
170.333,7740.0,97.0
170.5,7740.0,97.0
170.667,7740.0,97.0
170.833,7740.0,97.0
171.0,7776.0,97.0
171.167,7776.0,97.0
171.333,7776.0,97.0
171.5,7776.0,97.0
171.667,7776.0,97.0
171.833,7776.0,97.0
172.0,7776.0,98.0
172.167,,
172.333,,
172.5,,
172.667,,
172.833,,
173.0,7812.0,99.0
173.167,7812.0,99.0
173.333,7812.0,99.0
173.5,7812.0,99.0
173.667,7812.0,99.0
173.833,7812.0,99.0
174.0,7812.0,100.0
174.167,7812.0,100.0
174.333,7812.0,100.0
174.5,7812.0,100.0
174.667,7812.0,100.0
174.833,7812.0,100.0
175.0,7848.0,101.0
175.167,7848.0,101.0
175.333,7848.0,101.0
175.5,7848.0,101.0
175.667,7848.0,101.0
175.833,7848.0,101.0
176.0,7848.0,102.0
176.167,7848.0,102.0
176.333,7848.0,102.0
176.5,7848.0,102.0
176.667,7848.0,102.0
176.833,7848.0,102.0
177.0,7848.0,102.0
177.167,7848.0,102.0
177.333,7848.0,102.0
177.5,7848.0,102.0
177.667,7848.0,102.0
177.833,7848.0,102.0
178.0,7884.0,103.0
178.167,7884.0,103.0
178.333,7884.0,103.0
178.5,7884.0,103.0
178.667,7884.0,103.0
178.833,7884.0,103.0
179.0,7884.0,104.0
179.167,7884.0,104.0
179.333,7884.0,104.0
179.5,7884.0,104.0
179.667,7884.0,104.0
179.833,7884.0,104.0
180.0,7920.0,105.0
180.167,7920.0,105.0
180.333,7920.0,105.0
180.5,7920.0,105.0
180.667,7920.0,105.0
180.833,7920.0,105.0
181.0,7920.0,106.0
181.167,7920.0,106.0
181.333,7920.0,106.0
181.5,7920.0,106.0
181.667,7920.0,106.0
181.833,7920.0,106.0
182.0,7956.0,106.0
182.167,7956.0,106.0
182.333,7956.0,106.0
182.5,7956.0,106.0
182.667,7956.0,106.0
182.833,7956.0,106.0
183.0,7956.0,107.0
183.167,7956.0,107.0
183.333,7956.0,107.0
183.5,7956.0,107.0
183.667,7956.0,107.0
183.833,7956.0,107.0
184.0,7992.0,108.0
184.167,7992.0,108.0
184.333,7992.0,108.0
184.5,7992.0,108.0
184.667,7992.0,108.0
184.833,7992.0,108.0
185.0,7992.0,109.0
185.167,7992.0,109.0
185.333,7992.0,109.0
185.5,7992.0,109.0
185.667,7992.0,109.0
185.833,7992.0,109.0
186.0,8028.0,110.0
186.167,8028.0,110.0
186.333,8028.0,110.0
186.5,8028.0,110.0
186.667,8028.0,110.0
186.833,8028.0,110.0
187.0,8028.0,110.0
187.167,8028.0,110.0
187.333,8028.0,110.0
187.5,8028.0,110.0
187.667,8028.0,110.0
187.833,8028.0,110.0
188.0,8064.0,111.0
188.167,8064.0,411.0
188.333,8064.0,411.0
188.5,8064.0,111.0
188.667,8064.0,111.0
188.833,8064.0,111.0
189.0,8064.0,112.0
189.167,8064.0,112.0
189.333,8064.0,112.0
189.5,8064.0,112.0
189.667,8064.0,112.0
189.833,8064.0,112.0
190.0,8100.0,113.0
190.167,8100.0,113.0
190.333,8100.0,113.0
190.5,8100.0,113.0
190.667,8100.0,113.0
190.833,8100.0,113.0
191.0,8100.0,114.0
191.167,8100.0,114.0
191.333,8100.0,114.0
191.5,8100.0,114.0
191.667,8100.0,114.0
191.833,8100.0,114.0
192.0,8136.0,114.0
192.167,8136.0,114.0
192.333,8136.0,114.0
192.5,8136.0,114.0
192.667,8136.0,114.0
192.833,8136.0,114.0
193.0,8136.0,115.0
193.167,8136.0,115.0
193.333,8136.0,15.0
193.5,8136.0,115.0
193.667,8136.0,15.0
193.833,7992.0,15.0
194.0,8172.0,116.0
194.167,8172.0,116.0
194.333,8172.0,116.0
194.5,8172.0,116.0
194.667,8172.0,116.0
194.833,8172.0,116.0
195.0,8172.0,117.0
195.167,8172.0,117.0
195.333,8172.0,117.0
195.5,8172.0,117.0
195.667,8172.0,117.0
195.833,7992.0,117.0
196.0,8208.0,117.0
196.167,8208.0,117.0
196.333,8208.0,117.0
196.5,8208.0,117.0
196.667,8208.0,117.0
196.833,8208.0,117.0
197.0,8208.0,118.0
197.167,8208.0,118.0
197.333,8208.0,118.0
197.5,8208.0,118.0
197.667,8208.0,118.0
197.833,8208.0,118.0
198.0,8244.0,119.0
198.167,8244.0,119.0
198.333,8244.0,119.0
198.5,8244.0,119.0
198.667,8244.0,119.0
198.833,8244.0,119.0
199.0,8244.0,120.0
199.167,8244.0,120.0
199.333,8244.0,120.0
199.5,8244.0,120.0
199.667,8244.0,120.0
199.833,8244.0,120.0
200.0,8280.0,120.0
200.167,8280.0,120.0
200.333,8280.0,120.0
200.5,8280.0,120.0
200.667,8280.0,120.0
200.833,8280.0,120.0
201.0,8280.0,121.0
201.167,8280.0,121.0
201.333,8280.0,121.0
201.5,8280.0,121.0
201.667,8280.0,121.0
201.833,8280.0,121.0
202.0,8316.0,122.0
202.167,8316.0,122.0
202.333,8316.0,122.0
202.5,8316.0,122.0
202.667,8316.0,122.0
202.833,8316.0,122.0
203.0,8316.0,123.0
203.167,8316.0,123.0
203.333,8316.0,123.0
203.5,8316.0,123.0
203.667,8316.0,123.0
203.833,8316.0,123.0
204.0,8352.0,123.0
204.167,8352.0,123.0
204.333,8352.0,123.0
204.5,8352.0,123.0
204.667,8352.0,123.0
204.833,8352.0,123.0
205.0,8352.0,124.0
205.167,8352.0,124.0
205.333,8352.0,124.0
205.5,8352.0,124.0
205.667,8352.0,124.0
205.833,8352.0,124.0
206.0,8388.0,125.0
206.167,8388.0,125.0
206.333,8388.0,125.0
206.5,8388.0,125.0
206.667,8388.0,125.0
206.833,8388.0,125.0
207.0,8388.0,126.0
207.167,8388.0,126.0
207.333,8388.0,126.0
207.5,8388.0,126.0
207.667,8388.0,126.0
207.833,8388.0,126.0
208.0,8424.0,126.0
208.167,8424.0,126.0
208.333,8424.0,126.0
208.5,8424.0,126.0
208.667,8424.0,126.0
208.833,8424.0,126.0
209.0,8460.0,127.0
209.167,8460.0,127.0
209.333,8460.0,127.0
209.5,8460.0,127.0
209.667,8460.0,127.0
209.833,8460.0,127.0
210.0,8460.0,128.0
210.167,8460.0,128.0
210.333,8460.0,128.0
210.5,8460.0,128.0
210.667,8460.0,128.0
210.833,8460.0,128.0
211.0,8496.0,129.0
211.167,8496.0,129.0
211.333,8496.0,129.0
211.5,8496.0,129.0
211.667,8496.0,129.0
211.833,8496.0,129.0
212.0,8496.0,129.0
212.167,8496.0,129.0
212.333,8496.0,129.0
212.5,8496.0,129.0
212.667,8496.0,129.0
212.833,8496.0,129.0
213.0,8532.0,130.0
213.167,8532.0,130.0
213.333,8532.0,130.0
213.5,8532.0,130.0
213.667,8532.0,130.0
213.833,8532.0,130.0
214.0,8532.0,131.0
214.167,8532.0,131.0
214.333,8532.0,131.0
214.5,8532.0,131.0
214.667,8532.0,131.0
214.833,8352.0,131.0
215.0,8568.0,131.0
215.167,8568.0,131.0
215.333,8568.0,131.0
215.5,8568.0,131.0
215.667,8568.0,131.0
215.833,8568.0,137.0
216.0,8604.0,132.0
216.167,8604.0,132.0
216.333,8604.0,132.0
216.5,8604.0,132.0
216.667,8604.0,132.0
216.833,8604.0,132.0
217.0,8604.0,133.0
217.167,8604.0,133.0
217.333,8604.0,133.0
217.5,8604.0,133.0
217.667,8604.0,133.0
217.833,21204.0,133.0
218.0,8640.0,134.0
218.167,8640.0,134.0
218.333,8640.0,134.0
218.5,8640.0,134.0
218.667,8640.0,134.0
218.833,8640.0,134.0
219.0,8676.0,134.0
219.167,8676.0,134.0
219.333,8676.0,134.0
219.5,8676.0,134.0
219.667,8676.0,134.0
219.833,8676.0,135.0
220.0,8676.0,135.0
220.167,8676.0,135.0
220.333,8676.0,135.0
220.5,8676.0,135.0
220.667,8676.0,135.0
220.833,8712.0,135.0
221.0,8712.0,136.0
221.167,8712.0,136.0
221.333,8712.0,136.0
221.5,8712.0,136.0
221.667,8712.0,136.0
221.833,8712.0,136.0
222.0,8712.0,136.0
222.167,8712.0,136.0
222.333,8712.0,136.0
222.5,8712.0,136.0
222.667,8712.0,136.0
222.833,8712.0,132.0
223.0,8748.0,137.0
223.167,8748.0,137.0
223.333,8748.0,137.0
223.5,8748.0,137.0
223.667,8748.0,137.0
223.833,8784.0,138.0
224.0,8784.0,138.0
224.167,8784.0,138.0
224.333,8784.0,138.0
224.5,8784.0,138.0
224.667,8784.0,138.0
224.833,8784.0,139.0
225.0,8784.0,139.0
225.167,8784.0,139.0
225.333,8784.0,139.0
225.5,8784.0,139.0
225.667,8784.0,139.0
225.833,8820.0,139.0
226.0,8820.0,139.0
226.167,8820.0,139.0
226.333,8820.0,139.0
226.5,8820.0,139.0
226.667,8820.0,139.0
226.833,8856.0,140.0
227.0,8856.0,140.0
227.167,8856.0,140.0
227.333,8856.0,140.0
227.5,8856.0,140.0
227.667,8856.0,140.0
227.833,8856.0,141.0
228.0,8856.0,141.0
228.167,8856.0,141.0
228.333,8856.0,141.0
228.5,8856.0,141.0
228.667,8856.0,141.0
228.833,8892.0,141.0
229.0,8892.0,141.0
229.167,8892.0,141.0
229.333,8892.0,141.0
229.5,8892.0,141.0
229.667,8892.0,141.0
229.833,8892.0,142.0
230.0,8892.0,142.0
230.167,8892.0,142.0
230.333,8892.0,142.0
230.5,8892.0,142.0
230.667,8892.0,142.0
230.833,8712.0,142.0
231.0,8928.0,143.0
231.167,8928.0,143.0
231.333,8928.0,143.0
231.5,8928.0,143.0
231.667,,
231.833,,
232.0,,
232.167,,
232.333,,
232.5,,
232.667,,
232.833,,
233.0,,
233.167,,
233.333,,
233.5,,
233.667,,
233.833,,
234.0,,
234.167,,
234.333,,
234.5,,
234.667,,
234.833,,
235.0,,
235.167,,
235.333,,
235.5,,
235.667,,
235.833,,
236.0,,
236.167,,
236.333,,
236.5,,
236.667,,
236.833,,
237.0,,
237.167,,
237.333,,
237.5,,
237.667,,
237.833,,
238.0,,
238.167,,
238.333,,
238.5,,
238.667,9108.0,147.0
238.833,9288.0,142.0
239.0,9144.0,148.0
239.167,9144.0,148.0
239.333,9144.0,148.0
239.5,9144.0,148.0
239.667,9144.0,148.0
239.833,9144.0,149.0
240.0,9144.0,149.0
240.167,9144.0,149.0
240.333,9144.0,149.0
240.5,9144.0,149.0
240.667,9144.0,149.0
240.833,9180.0,149.0
241.0,9180.0,149.0
241.167,9180.0,149.0
241.333,9180.0,149.0
241.5,9180.0,149.0
241.667,9180.0,149.0
241.833,9216.0,150.0
242.0,9216.0,150.0
242.167,9216.0,150.0
242.333,9216.0,150.0
242.5,9216.0,150.0
242.667,9216.0,150.0
242.833,9216.0,151.0
243.0,9216.0,151.0
243.167,9216.0,151.0
243.333,9216.0,151.0
243.5,9216.0,151.0
243.667,9216.0,151.0
243.833,9216.0,151.0
244.0,9252.0,151.0
244.167,9252.0,151.0
244.333,9252.0,151.0
244.5,9252.0,151.0
244.667,9252.0,151.0
244.833,9072.0,152.0
245.0,9288.0,152.0
245.167,9288.0,152.0
245.333,9288.0,152.0
245.5,9288.0,152.0
245.667,9288.0,152.0
245.833,9288.0,152.0
246.0,9324.0,153.0
246.167,9324.0,153.0
246.333,9324.0,153.0
246.5,9324.0,153.0
246.667,9324.0,153.0
246.833,9324.0,153.0
247.0,9324.0,153.0
247.167,9324.0,153.0
247.333,9324.0,153.0
247.5,9324.0,153.0
247.667,9324.0,153.0
247.833,9360.0,154.0
248.0,9360.0,154.0
248.167,9360.0,154.0
248.333,9360.0,154.0
248.5,9360.0,154.0
248.667,9360.0,154.0
248.833,9396.0,155.0
249.0,9396.0,155.0
249.167,9396.0,155.0
249.333,9396.0,155.0
249.5,9396.0,155.0
249.667,9396.0,155.0
249.833,9396.0,155.0
250.0,9396.0,155.0
250.167,9396.0,155.0
250.333,9396.0,155.0
250.5,9396.0,155.0
250.667,9396.0,155.0
250.833,,
251.0,,
251.167,,
251.333,,
251.5,,
251.667,,
251.833,9468.0,156.0
252.0,9468.0,156.0
252.167,9468.0,156.0
252.333,9468.0,156.0
252.5,9468.0,156.0
252.667,9468.0,156.0
252.833,9504.0,157.0
253.0,9504.0,157.0
253.167,9504.0,157.0
253.333,9504.0,157.0
253.5,9504.0,157.0
253.667,9504.0,157.0
253.833,9504.0,158.0
254.0,9504.0,158.0
254.167,9504.0,158.0
254.333,9504.0,158.0
254.5,9504.0,158.0
254.667,9504.0,158.0
254.833,9540.0,158.0
255.0,9540.0,158.0
255.167,9540.0,158.0
255.333,9540.0,158.0
255.5,9540.0,158.0
255.667,9540.0,158.0
255.833,9576.0,159.0
256.0,9576.0,159.0
256.167,9576.0,159.0
256.333,9576.0,159.0
256.5,9576.0,159.0
256.667,9576.0,159.0
256.833,9612.0,160.0
257.0,9612.0,160.0
257.167,,
257.333,9612.0,160.0
257.5,9612.0,160.0
257.667,9612.0,160.0
257.833,9648.0,160.0
258.0,9648.0,160.0
258.167,9648.0,160.0
258.333,9648.0,160.0
258.5,9648.0,160.0
258.667,9648.0,160.0
258.833,9648.0,161.0
259.0,9648.0,161.0
259.167,9648.0,161.0
259.333,9648.0,161.0
259.5,9648.0,161.0
259.667,9648.0,161.0
259.833,9684.0,161.0
260.0,9684.0,161.0
260.167,9684.0,161.0
260.333,9684.0,161.0
260.5,9684.0,161.0
260.667,9684.0,161.0
260.833,9720.0,4.0
