t,v1,h1,a1,v2,h2,a2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.5,13.0,-0.0,,,,
,,,,,,
5.5,18.0,-0.0,,,,
6.0,23.0,-0.0,,,,
6.5,29.0,-0.0,,,,
7.0,34.0,0.0,,,,
,,,,,,
8.0,47.0,0.0,,,,
8.5,55.0,0.0,,,,
9.0,61.0,0.0,,,,
9.5,68.0,0.0,,,,
10.0,75.0,0.0,,,,
10.5,82.0,0.0,,,,
,,,,,,
11.5,97.0,0.0,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
14.0,134.0,0.1,,,,
,,,,,,
,,,,,,
15.5,156.0,0.2,,,,
16.0,164.0,0.2,0.341,,,
16.5,172.0,0.2,0.371,,,
,,,,,,
,,,,,,
18.0,196.0,0.3,0.392,,,
18.5,204.0,0.3,0.403,,,
,,,,,,
19.5,221.0,0.4,0.412,,,
20.0,229.0,0.4,0.424,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
23.5,289.0,0.7,0.432,,,
24.0,297.0,0.7,0.432,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
27.0,352.0,1.0,0.444,,,
,,,,,,
28.0,370.0,1.1,0.451,,,
28.5,379.0,1.1,0.459,,,
29.0,389.0,1.2,0.47,,,
29.5,399.0,1.3,0.479,,,
30.0,409.0,1.3,0.489,,,
30.5,418.0,1.4,0.495,,,
,,,,,,
31.5,437.0,1.5,0.501,,,
32.0,447.0,1.6,0.509,,,
32.5,458.0,1.6,0.52,,,
33.0,468.0,1.7,0.528,,,
33.5,479.0,1.8,0.537,,,
34.0,489.0,1.8,0.545,,,
,,,,,,
35.0,511.0,2.0,0.554,,,
35.5,521.0,2.1,0.561,,,
36.0,532.0,2.1,0.568,,,
36.5,543.0,2.2,0.576,,,
37.0,554.0,2.3,0.583,,,
37.5,564.0,2.3,0.583,,,
38.0,576.0,2.4,0.591,,,
,,,,,,
,,,,,,
,,,,,,
40.0,621.0,2.7,0.596,,,
40.5,632.0,2.8,0.603,,,
,,,,,,
41.5,656.0,3.0,0.613,,,
42.0,667.0,3.1,0.616,,,
42.5,679.0,3.2,0.62,,,
43.0,691.0,3.3,0.628,,,
43.5,703.0,3.3,0.631,,,
44.0,713.0,3.4,0.631,,,
,,,,,,
45.0,741.0,3.7,0.643,,,
45.5,752.0,3.7,0.647,,,
46.0,766.0,3.9,0.658,,,
46.5,779.0,4.0,0.665,,,
47.0,791.0,4.1,0.669,,,
47.5,804.0,4.2,0.681,,,
48.0,817.0,4.3,0.684,,,
48.5,831.0,4.4,0.695,,,
49.0,843.0,4.5,0.698,,,
,,,,,,
50.0,872.0,4.7,0.708,,,
,,,,,,
,,,,,,
51.5,913.0,5.1,0.718,,,
52.0,927.0,5.2,0.726,,,
52.5,939.0,5.3,0.726,,,
,,,,,,
,,,,,,
54.0,978.0,5.7,0.729,,,
,,,,,,
55.0,1001.0,6.0,0.735,,,
55.5,1013.0,6.1,0.727,,,
56.0,1024.0,6.2,0.727,,,
56.5,1034.0,6.4,0.712,,,
